datetime,year,yday,hour,wtemp,par,wspeed,z,do_eq,o2_sat,par_int,do,do2_sat
2012-05-09T00:00:00Z,2012,130,1,12.611261766261237,0.126,5.3,4.772393887302564,10.010908545242298,1.1388687709598055,0.06649942032894975,10.463773446495908,1.0452371429832745
2012-05-09T01:00:00Z,2012,130,2,12.572721311475409,0.1386,5.4,4.78352870459933,10.017939431522084,1.1380694791622308,0.07305459903121293,10.480988458506916,1.0462219830884403
2012-05-09T02:00:00Z,2012,130,3,12.415836065573771,0.126,5.5,4.816379518342676,10.0546262008195,1.1378952218212355,0.06616009163322689,10.509165071838593,1.0452069387703389
2012-05-09T03:00:00Z,2012,130,4,12.267147540983608,0.147,5.3,4.798298739521069,10.09176412939069,1.133707740729954,0.07734913493137335,10.514226078670063,1.0418620514572887
2012-05-09T04:00:00Z,2012,130,5,12.32255737704918,1.7881481481481483,4.8,4.807237101242175,10.082941831960465,1.1337079298501236,0.9399188581461589,10.51174524949883,1.0425276099658893
2012-05-09T05:00:00Z,2012,130,6,12.383377049180329,70.5569344262295,4.3,4.856928373677548,10.074900384942795,1.1316351204971091,36.87417011001146,10.476640617117479,1.0398753552715116
2012-05-09T06:00:00Z,2012,130,7,12.316819672131146,340.2590163934426,3.9,4.910189045495185,10.09470204119438,1.1294153175185904,176.73242573049353,10.480059722515344,1.0381742501906843
2012-05-09T07:00:00Z,2012,130,8,12.314688524590164,736.4983606557377,3.8,4.945160634460317,10.09754621506751,1.1310778745502135,381.00085353176974,10.502002565698163,1.0400549145323172
2012-05-09T08:00:00Z,2012,130,9,12.36567213114754,1112.5245901639344,4.5,4.969421225378826,10.085908038827426,1.1353574776835265,573.9185137533266,10.492797015524154,1.0403423246702566
2012-05-09T09:00:00Z,2012,130,10,12.435672131147541,1388.22131147541,6.3,4.9368461388835945,10.06775104992655,1.134425260862448,718.8349421265041,10.470639793310548,1.0400177498813836
2012-05-09T10:00:00Z,2012,130,11,12.46649180327869,1247.5426229508196,6.1,4.89766020576549,10.05938186363429,1.134374981067521,648.9193189053832,10.456022702341823,1.039429941529651
2012-05-09T11:00:00Z,2012,130,12,12.506327868852459,1732.3147540983607,6.6,4.886860026200937,10.04522994189534,1.1379641060714518,902.2034059564761,10.47107689016476,1.0423929517524884
2012-05-09T12:00:00Z,2012,130,13,12.558786885245901,1777.8180327868852,5.5,4.892499199541592,10.029780952311441,1.1417109870651874,925.2982525892124,10.495310553506485,1.0464147326256172
2012-05-09T13:00:00Z,2012,130,14,12.710426229508197,1703.8196721311476,6.1,4.962806481442829,9.993393501632342,1.14186548435696,879.6197010567818,10.454297462864627,1.0461208658657342
2012-05-09T14:00:00Z,2012,130,15,12.78911475409836,1525.27868852459,6.6,5.00818692844224,9.973708351894349,1.14311655292644,783.3473173469988,10.449513028081096,1.0477058942771649
2012-05-09T15:00:00Z,2012,130,16,12.804852459016395,1240,6.4,5.0115358067242655,9.969449070113921,1.1506263817023574,636.5900622857072,10.498826101620764,1.0530999283695417
