datetime,year,yday,hour,wtemp,par,wspeed,z,do_eq,o2_sat,par_int,do,do2_sat
2013-05-22T15:00:00Z,2013,142,16,12.944150042677471,158.00645161290322,7.2,5.671384105426049,9.896915037005607,1.0732300547141342,61.74258961056794,10.657373554633983,1.0768379353348938
2013-05-22T16:00:00Z,2013,142,17,12.885448460369885,105.72754098360656,6.7,5.659015399437622,9.921553040270021,1.0715728297288143,41.381237625651124,10.666601476368516,1.07509393268115
2013-05-22T17:00:00Z,2013,142,18,12.878021336021044,78.63540983606558,6.8,5.646646693449195,9.92946285723075,1.0697121102509433,30.82758731025276,10.653158853417697,1.0728837004168803
2013-05-22T18:00:00Z,2013,142,19,12.898626998557456,37.994590163934426,6.5,5.634277987460768,9.930745459368154,1.0675600044370888,14.919349898951852,10.634470328827533,1.0708632471085562
2013-05-22T19:00:00Z,2013,142,20,12.823494956175836,13.264754098360656,6.4,5.621909281472341,9.952559153076232,1.064215394629721,5.217167834757613,10.628240820630811,1.0678902438219353
2013-05-22T20:00:00Z,2013,142,21,12.760002258056502,1e-5,6.2,5.609540575483914,9.97274626454972,1.0620611801101398,3.939524365352164e-6,10.629880164893107,1.0658929729997555
2013-05-22T21:00:00Z,2013,142,22,12.697001363215865,1e-5,7.3,5.5971718694954875,9.997124009957233,1.0614719449410992,3.945960146451336e-6,10.639224427188188,1.0642285137797047
2013-05-22T22:00:00Z,2013,142,23,12.598426697883419,1e-5,7.6,5.58480316350706,10.0277887604178,1.0552343013481857,3.952412977747994e-6,10.650371968171795,1.062085792055322
2013-05-22T23:00:00Z,2013,142,24,12.544933999764092,1e-5,8.3,5.572434457518633,10.048336955806535,1.0540716054059236,3.958882914952161e-6,10.65496213210622,1.0603707040247232
2013-05-23T00:00:00Z,2013,143,1,12.495703596726727,1e-5,7.7,4.757918431918015,10.064570242834414,1.0523714784749527,4.448480996197483e-6,10.659388361614418,1.059100200448548
2013-05-23T01:00:00Z,2013,143,2,12.386145324836908,1e-5,7.7,4.734201790403601,10.094278411390595,1.049274275486082,4.46336885523044e-6,10.662667050139008,1.0563080009866808
2013-05-23T02:00:00Z,2013,143,3,12.191341151307741,1e-5,8.8,4.7128462155193995,10.146956260739211,1.0467835273681245,4.47684174251255e-6,10.69184737800786,1.0536999572351515
2013-05-23T03:00:00Z,2013,143,4,12.104897633516282,1e-5,9.4,4.697399003304504,10.172803993790309,1.0421577642838833,4.4866270222976376e-6,10.679716230466877,1.0498301389652251
2013-05-23T04:00:00Z,2013,143,5,11.887470509167441,1.7218032786885247,8.4,4.710744033859897,10.232800854098862,1.0360473948264175,0.7710530251283595,10.70840475505704,1.0464783696799562
2013-05-23T05:00:00Z,2013,143,6,12.021190925802214,38.37344262295082,8.3,4.725714469798317,10.212671231620691,1.0361311381397929,17.148000651233463,10.651355574729171,1.0429549070129875
2013-05-23T06:00:00Z,2013,143,7,11.821140850633702,138.9967213114754,9.2,4.738491121610413,10.268799744094126,1.0314415443497404,62.00185707444949,10.683322787843926,1.0403672341539432
2013-05-23T07:00:00Z,2013,143,8,11.670762906612737,661.4180327868852,9,4.730440803257209,10.31346406238556,1.0337619447912794,295.3718963401243,10.7415195091554,1.0415045269155503
