datetime,year,yday,hour,wtemp,par,wspeed,z,do_eq,o2_sat,par_int,do,do2_sat
2011-05-10T00:00:00Z,2011,130,1,7.659677419354839,0.135,6.4,5.562381004763255,11.201450351201922,0.966049959637762,0.05097893988285212,10.84550677234247,0.9682234382424183
2011-05-10T01:00:00Z,2011,130,2,7.649836065573771,0.1575,5.8,5.532779639668198,11.200726516946936,0.9652942295858375,0.059717494202125875,10.841876849279249,0.967961929333357
2011-05-10T02:00:00Z,2011,130,3,7.6496721311475415,0.149625,4.9,5.528927116429895,11.199554236166438,0.9654698530972949,0.05676166082021469,10.840588887814445,0.9679482467978238
2011-05-10T03:00:00Z,2011,130,4,7.656885245901639,0.1431818181818182,4.7,5.561867438490366,11.199654131266735,0.9655357621262528,0.054072378034827395,10.83536578589864,0.9674732504148419
2011-05-10T04:00:00Z,2011,130,5,7.640819672131148,0.46309374999999997,4.7,5.4741441477058315,11.207875423945373,0.9640096876002671,0.17700991962548118,10.832273117315339,0.9664876444087193
2011-05-10T05:00:00Z,2011,130,6,7.605409836065574,26.324475409836065,5.2,5.494450503083459,11.221348668248076,0.9629264716180523,10.03394273238141,10.833442029618569,0.9654313710323316
2011-05-10T06:00:00Z,2011,130,7,7.547704918032787,97.42622950819673,5.5,5.519424969581204,11.241081226835764,0.9621998053719766,37.007882029949286,10.842315145772227,0.9645260030581787
2011-05-10T07:00:00Z,2011,130,8,7.544590163934426,369.5311475409836,5.7,5.666578852497122,11.240247579167903,0.962345168652805,137.57355201491652,10.847908859232039,0.9650951887694178
2011-05-10T08:00:00Z,2011,130,9,7.525081967213115,490.47049180327866,5.9,5.88135346831376,11.246221886221928,0.9654645925271087,177.39789423163148,10.856288743781631,0.9653276321252371
2011-05-10T09:00:00Z,2011,130,10,7.5208196721311475,624.8344262295082,6.7,6.088979297544366,11.24103408212258,0.9659840300320953,219.88288120612154,10.866143324024339,0.9666497979314504
2011-05-10T10:00:00Z,2011,130,11,7.548196721311475,838.8622950819672,5.2,6.1105747640984305,11.229827617006862,0.9670218852175361,294.36813333184756,10.868128337678275,0.9677911993251956
2011-05-10T11:00:00Z,2011,130,12,7.622950819672131,1029.8852459016393,5.2,6.019631366185642,11.208152657699188,0.9689659275715934,365.73711836218166,10.865358538855032,0.9694156450832528
2011-05-10T12:00:00Z,2011,130,13,7.696229508196722,1054.0983606557377,5.9,5.989062704567435,11.181560214067202,0.9713444355576905,375.8475790472123,10.869965075108846,0.9721331251638436
2011-05-10T13:00:00Z,2011,130,14,7.839344262295082,820.9409836065573,5.4,6.095606454337948,11.14113959523042,0.9758403756920739,288.64352686292625,10.864570897272689,0.9751759058762596
2011-05-10T14:00:00Z,2011,130,15,8.042622950819672,664.567213114754,5.4,6.169632601573266,11.084807954080924,0.9790697991055411,231.41795556702908,10.852454693884466,0.9790385849570884
2011-05-10T15:00:00Z,2011,130,16,8.059016393442624,506.472131147541,6.1,6.245287375582185,11.078632456219676,0.9805927656834927,174.6455666180885,10.861485317416546,0.9803994635925285
2011-05-10T16:00:00Z,2011,130,17,8.06016393442623,364.0868852459016,6.2,6.1880698812807795,11.076067284979965,0.9808943914167058,126.48043796099132,10.866416866242973,0.9810717637097335
