date	event	z	s62	p80	type
2013-07-25	15910	4.964583333333334	158.63479900515134	160.7718057880242	m2
2013-07-26	15910	5.116666666666666	151.66251029289717	153.64929231396238	m2
2013-08-03	15922	5.389583333333333	230.96020971777153	222.28439642528994	m2
2013-08-04	15922	5.5	234.44398383626657	226.09307293597416	m2
2013-08-05	15922	5.485416666666667	148.65960935839445	162.5596961112348	m2
2013-08-06	15922	5.6125	202.3061055176277	198.2115882114901	m2
2013-08-07	15922	5.597916666666666	210.9112575447428	208.74675931253347	m2
2013-08-19	15938	5.589583333333334	124.5209100734711	123.75875804717757	m2
2013-08-20	15938	5.410416666666667	124.56802234022	122.04656856920072	m2
2013-08-21	15938	5.158333333333333	99.08653628880731	100.12092323118539	m2
2013-08-22	15938	4.852083333333334	116.37351586662629	114.82034313134575	m2
2013-08-23	15938	4.870833333333334	116.8233724204511	115.42098681365891	m2
2013-09-10	15960	6.445833333333334	107.21290064112314	118.20702135093583	m2
2013-09-11	15960	6.3375	137.8075111843399	139.25214774139016	m2
2013-09-12	15960	6.58125	112.36098554958983	123.21454133068984	m2
2013-09-13	15960	6.85	152.816887102249	153.302284841192	m2
2013-09-14	15960	6.852083333333334	136.2121160966934	138.93382564424874	m2
2007-06-18	13684	6.060416666666667	32.75481314916687	32.58799415998233	m3
2007-06-19	13684	6.214583333333334	41.66039846152075	41.493924293247105	m3
2007-06-20	13684	4.983333333333333	44.789753365703966	44.62472679610254	m3
2007-06-21	13684	5.675	42.59619347287072	42.65726110863806	m3
2007-06-22	13684	5.064583333333333	44.68982872939349	44.73149611939534	m3
2007-07-01	13697	6.510416666666667	112.71135266292977	112.25350705878084	m3
2007-07-02	13697	6.68125	77.1951651375523	76.67289555769766	m3
2007-07-03	13697	6.672916666666667	97.35845065789547	96.67363342944772	m3
2007-07-04	13697	6.9375	118.28782837438982	117.16535830519537	m3
2007-07-05	13697	7.095833333333333	115.74080383372707	114.57067402880834	m3
2007-07-15	13711	7.545833333333333	52.623096961653225	53.13744676519942	m3
