year,yday,hour,datetime,wtemp,par,wspeed,z,do_eq,o2_sat,par_int,do,do2_sat,k,series,unique_series,series_length,unique_day,index
2009,193,5,2009-07-12T09:00:00Z,20.46142857142857,2.7127142857142856,1.1,5.665335438526448,8.533345538727657,1.0926253903214371,1.4062107925550462,9.345,1.0951156211346111,0.0076937128093582125,1,3,1968,191,4557
2009,193,6,2009-07-12T10:00:00Z,20.424285714285716,96.53942857142857,2.1,5.698307279293937,8.540438024987791,1.0905471092641428,49.878720208930346,9.346428571428572,1.0943734436199404,0.010289121649362399,1,3,1968,191,4558
2009,193,7,2009-07-12T11:00:00Z,20.40142857142857,394.65,2.9,5.736027623072469,8.541472203212447,1.0915858271473786,203.13423979634422,9.35357142857143,1.0950771958320666,0.012318135207942754,1,3,1968,191,4559
2009,193,8,2009-07-12T12:00:00Z,20.388571428571428,513.54,3.7,5.746383443187151,8.54527125794639,1.0922707680368124,264.0558177051075,9.356428571428571,1.0949247003397198,0.014390014248987283,1,3,1968,191,4560
2009,193,9,2009-07-12T13:00:00Z,20.387142857142855,824.5571428571428,3.3,5.749464124048092,8.550782266742528,1.0950752466729778,423.8464318436788,9.366428571428571,1.0953885012203413,0.013333414798164833,1,3,1968,191,4561
2009,193,10,2009-07-12T14:00:00Z,20.414285714285715,1261.922857142857,3.7,5.857086581766856,8.544966709831083,1.0958205359918953,641.7466514830123,9.369285714285715,1.0964683693274362,0.014126962163416953,1,3,1968,191,4562
2009,193,11,2009-07-12T15:00:00Z,20.48142857142857,1719.557142857143,5.7,5.870431059553147,8.534012151801914,1.0960553879718817,873.3167777963268,9.359285714285715,1.096704052889068,0.019263935753637763,1,3,1968,191,4563
2009,193,12,2009-07-12T16:00:00Z,20.57857142857143,1865.8714285714286,7.1,5.899514013864242,8.515604999400214,1.0960759688427788,944.8955484006623,9.34357142857143,1.0972293136224065,0.022807592664451922,1,3,1968,191,4564
2009,193,13,2009-07-12T17:00:00Z,20.625714285714285,1908.9714285714285,6.5,5.92736508423357,8.507270520715798,1.0983252474747707,964.0582497842145,9.35357142857143,1.099479722173502,0.021192339699297926,1,3,1968,191,4565
2009,193,14,2009-07-12T18:00:00Z,20.672857142857143,1834.1,5.7,5.967608939098634,8.496933880388536,1.103192061036889,922.5682772539805,9.375,1.1033391729266127,0.01903941418869274,1,3,1968,191,4566
2009,193,15,2009-07-12T19:00:00Z,20.707142857142856,1667.4142857142856,5,5.9858426698677505,8.489170736851511,1.104200903783043,837.2152721830188,9.383571428571429,1.1053578399403987,0.017221246606598108,1,3,1968,191,4567
2009,193,16,2009-07-12T20:00:00Z,20.757142857142856,1416.0142857142857,4.4,6.004987764867027,8.478788962139843,1.1055529323652713,709.6449197892265,9.377857142857142,1.1060373344273444,0.015667971348336016,1,3,1968,191,4568
2009,193,17,2009-07-12T21:00:00Z,20.791428571428572,1109.77,5,6.013921859791362,8.470646046523964,1.1077962588049277,555.6790137857123,9.385,1.107943827242227,0.017176218513119585,1,3,1968,191,4569
2009,193,18,2009-07-12T22:00:00Z,20.827142857142857,751.8,3.9,6.0155265307314005,8.462274867017001,1.1124372757840233,376.37837477455014,9.407857142857143,1.1117409078173166,0.014401209732834878,1,3,1968,191,4570
2009,193,19,2009-07-12T23:00:00Z,20.827142857142857,394.5514285714286,4.5,5.995807780372013,8.463079016387855,1.1146947797288131,197.91114173664695,9.440714285714286,1.115517681854718,0.01597288986984516,1,3,1968,191,4571
2009,193,20,2009-07-13T00:00:00Z,20.80857142857143,123.60014285714286,3.6,5.996152383542961,8.467784924015097,1.1164371892805935,61.99702282803184,9.450714285714286,1.1160786876992526,0.013679416400670172,1,3,1968,191,4572
2009,193,21,2009-07-13T01:00:00Z,20.841428571428573,8.109428571428571,2,5.981375045795945,8.462707881993222,1.1147436649766609,4.073571884197291,9.426428571428572,1.1138785248024377,0.009648147807773889,1,3,1968,191,4573
2009,193,22,2009-07-13T02:00:00Z,20.81142857142857,1e-5,1.4,5.98287901847103,8.471330127015948,1.1088872537315433,5.022508239009547e-6,9.390714285714285,1.108528902181055,0.008111628732198272,1,3,1968,191,4574
2009,193,23,2009-07-13T03:00:00Z,20.757142857142856,1e-5,1.1,5.990293247368008,8.482412220327754,1.1039017860462093,5.018834693584068e-6,9.370714285714286,1.104722812604857,0.0073292865863237,1,3,1968,191,4575
2009,193,24,2009-07-13T04:00:00Z,20.734285714285715,1e-5,1.2,5.9641773666227484,8.487445078048058,1.0997125653444082,5.031792683384058e-6,9.36357142857143,1.1032261584572,0.007612085957438455,1,3,1968,191,4576
2009,194,1,2009-07-13T05:00:00Z,20.7,1e-5,1,5.949521598420321,8.494800501610081,1.0975831625748953,5.019710876006532e-6,9.355,1.1012618834576373,0.007113967541669877,1,3,1968,192,4577
2009,194,2,2009-07-13T06:00:00Z,20.662857142857142,1e-5,1.4,5.957037948007184,8.499418347707381,1.0969868311653317,5.015965554790079e-6,9.346428571428572,1.0996550809797074,0.008117255363462025,1,3,1968,192,4578
2009,194,3,2009-07-13T07:00:00Z,20.624285714285715,1e-5,1.5,5.9696548984255795,8.507107092981784,1.0948198839160828,5.009688262414175e-6,9.342142857142857,1.098157429433322,0.008346350618369256,1,3,1968,192,4579
2009,194,4,2009-07-13T08:00:00Z,20.572857142857142,1e-5,1.4,5.964842349630667,8.514547556930296,1.0938631721446204,5.0120812234540605e-6,9.340714285714286,1.097030021062193,0.008088771833953422,1,3,1968,192,4580
2009,194,5,2009-07-13T09:00:00Z,20.514285714285716,5.332428571428571,1.3,5.969482552909868,8.52724988157854,1.0922337364735308,2.671426163115541,9.33357142857143,1.094558217267069,0.00781765096367651,1,3,1968,192,4581
2009,194,6,2009-07-13T10:00:00Z,20.467142857142857,135.8242857142857,1.6,5.969076980908329,8.535212714756591,1.0876998980879828,68.04763478125322,9.325,1.092532818060637,0.00856798612545041,1,3,1968,192,4582
2009,194,7,2009-07-13T11:00:00Z,20.462857142857143,436.51714285714286,1.8,5.9580554125918495,8.539984686349529,1.0847501886985056,218.9333785240056,9.293571428571429,1.0882421655189203,0.009089714218459756,1,3,1968,192,4583
2009,194,8,2009-07-13T12:00:00Z,20.464285714285715,736.7228571428572,2.1,5.968243224178545,8.541361977980324,1.0869168200497246,369.126884579956,9.312142857142856,1.0902409804372661,0.009833418816080653,1,3,1968,192,4584
2009,194,9,2009-07-13T13:00:00Z,20.46,1110.6,2.9,5.979381199421688,8.544515623347618,1.0911970216922713,555.839457776024,9.326428571428572,1.0915105059840258,0.011833825605532306,1,3,1968,192,4585
2009,194,10,2009-07-13T14:00:00Z,20.527142857142856,1432.8714285714286,4.4,5.892520722501047,8.536400015632735,1.0934058833825824,723.3498305151332,9.342142857142857,1.0943890679952395,0.015877290059684517,1,3,1968,192,4586
2009,194,11,2009-07-13T15:00:00Z,20.564285714285713,1694.2857142857142,5.7,5.8838158328438,8.528514796019797,1.0955893521297129,856.0606109601182,9.349285714285715,1.0962384351668084,0.01925924117730243,1,3,1968,192,4587
2009,194,12,2009-07-13T16:00:00Z,20.635714285714286,1908.4571428571428,4.8,5.875019894405074,8.513255925209087,1.0999023267082182,965.1195153769562,9.365,1.1000491565475865,0.016999301077782806,1,3,1968,192,4588
2009,194,13,2009-07-13T17:00:00Z,20.69142857142857,1950.7714285714285,4.6,5.877698834422303,8.501477518885968,1.10024992470082,986.2546608814167,9.367857142857142,1.1019093001241864,0.016498158019482578,1,3,1968,192,4589
2009,194,14,2009-07-13T18:00:00Z,20.798571428571428,1852.2,4.6,5.859023723265321,8.478706200488366,1.1020254481116243,938.1657440207362,9.35357142857143,1.1031838121755737,0.01659418367744506,1,3,1968,192,4590
2009,194,15,2009-07-13T19:00:00Z,20.904285714285713,1686.5857142857142,4.6,5.84144956637215,8.459470664184177,1.1057133916903377,855.7800340879187,9.35357142857143,1.1056922826356865,0.016687141231125135,1,3,1968,192,4591
2009,194,16,2009-07-13T20:00:00Z,20.958571428571428,1425.8142857142857,4.4,5.832805095936121,8.45004347478203,1.1093138192690537,724.0887323815655,9.372142857142856,1.1091236258266248,0.016210036676274603,1,3,1968,192,4592
2009,194,17,2009-07-13T21:00:00Z,20.988571428571426,1104.8914285714286,4.1,5.835561547428081,8.445062950922615,1.1099680433969916,560.9560127600499,9.380714285714285,1.1107927010407248,0.015428056204569022,1,3,1968,192,4593
2009,194,18,2009-07-13T22:00:00Z,20.994285714285713,746.9728571428572,4.8,5.842375917272148,8.441308825948301,1.1175695848256337,378.98181208882863,9.412142857142857,1.1150098937513393,0.017244742305445326,1,3,1968,192,4594
2009,194,19,2009-07-13T23:00:00Z,21.02857142857143,391.7214285714286,3.8,5.846717913658275,8.434824825736639,1.1207998026413517,198.6563926548632,9.456428571428571,1.1211173636439702,0.014628190456180743,1,3,1968,192,4595
2009,194,20,2009-07-14T00:00:00Z,21.074285714285715,121.00028571428572,1.8,5.85320060201768,8.428459900970134,1.1240191104082433,61.324004688347955,9.444714285714285,1.12057414956998,0.009391942137498705,1,3,1968,192,4596
2009,194,21,2009-07-14T01:00:00Z,21.111428571428572,7.968285714285714,1.4,5.866717098123368,8.423520841270653,1.1163681051190328,4.0329535013881,9.376428571428571,1.113124636136613,0.008332981769118767,1,3,1968,192,4597
2009,194,22,2009-07-14T02:00:00Z,21.105714285714285,1e-5,1.5,5.862644907734654,8.427265352511164,1.1123121923776615,5.0633128112257905e-6,9.372142857142856,1.1121214848598706,0.008599204893479288,1,3,1968,192,4598
2009,194,23,2009-07-14T03:00:00Z,21.07,1e-5,1.5,5.857148843358069,8.432771633130592,1.11514344382986,5.066090635156744e-6,9.389285714285714,1.1134281968928434,0.008599794571401843,1,3,1968,192,4599
2009,194,24,2009-07-14T04:00:00Z,21.009999999999998,1e-5,1.3,5.853354915950944,8.442710881633298,1.1067239102462774,5.068009521732943e-6,9.372142857142856,1.1100869126682393,0.00807000162691137,1,3,1968,192,4600
2009,195,1,2009-07-14T05:00:00Z,20.924285714285713,1e-5,1.3,5.879071524986088,8.453735056203753,1.1040977671935024,5.0357844937747045e-6,9.356428571428571,1.1067804360112254,0.008017925508316294,1,3,1968,193,4601
2009,195,2,2009-07-14T06:00:00Z,20.82857142857143,1e-5,1.3,5.881165079173446,8.471284214176759,1.0994495951881025,5.034728922606093e-6,9.349285714285715,1.1036444390142894,0.007996361528944604,1,3,1968,193,4602
2009,195,3,2009-07-14T07:00:00Z,20.75857142857143,1e-5,1.1,5.840825169265803,8.487406744205305,1.0973610998858836,5.055128016784684e-6,9.337857142857143,1.1002014424762279,0.007517107399855525,1,3,1968,193,4603
2009,195,4,2009-07-14T08:00:00Z,20.717142857142857,1e-5,0.7,5.817837751681883,8.497164815504549,1.0925703104004985,5.0668088288262635e-6,9.319285714285714,1.0967523776025931,0.006494678248546163,1,3,1968,193,4604
2009,195,5,2009-07-14T09:00:00Z,20.66857142857143,3.3722857142857143,0.9,5.803405550930963,8.502088458723199,1.0931137737651448,1.7111528980216228,9.322142857142858,1.0964532893771857,0.007026010595944659,1,3,1968,193,4605
2009,195,6,2009-07-14T10:00:00Z,20.63714285714286,68.43128571428572,1.1,5.823316403070016,8.506156857038574,1.0902397117596376,34.65374796953821,9.313571428571429,1.094921194741988,0.007517328593591839,1,3,1968,193,4606
2009,195,7,2009-07-14T11:00:00Z,20.594285714285714,162.97142857142856,1.8,5.832846205574387,8.514171217780012,1.092737010100422,82.4501429945629,9.327857142857143,1.0955684240150025,0.009314833729254516,1,3,1968,193,4607
2009,195,8,2009-07-14T12:00:00Z,20.584285714285713,613.4114285714286,3.6,5.828464725915753,8.517469913264586,1.0923138085302666,310.4722891073811,9.342142857142857,1.0968213509734828,0.013995917664848605,1,3,1968,193,4608
2009,195,9,2009-07-14T13:00:00Z,20.59,657.4371428571428,3.7,5.854849332752462,8.515700173283856,1.0960637187864595,331.87571448299923,9.342142857142857,1.09704929331023,0.014193461797174073,1,3,1968,193,4609
2009,195,10,2009-07-14T14:00:00Z,20.591428571428573,751.6328571428571,3.3,5.870068853631654,8.511017934466635,1.0978416532482083,378.847576234972,9.352142857142857,1.0988277699744893,0.013125149687631819,1,3,1968,193,4610
2009,195,11,2009-07-14T15:00:00Z,20.604285714285716,764.3742857142857,5.2,5.869520234223572,8.502799663897177,1.100078841057017,385.29085064893775,9.367857142857142,1.101737958455377,0.018034557448455387,1,3,1968,193,4611
2009,195,12,2009-07-14T16:00:00Z,20.582857142857144,587.29,5.9,5.863797892077292,8.503575405851228,1.1011544618698734,296.19945989158543,9.375,1.1024774347916235,0.019850240403345255,1,3,1968,193,4612
2009,195,13,2009-07-14T17:00:00Z,20.564285714285713,374.80571428571426,4.6,5.8780328581977,8.50669903936351,1.101925665481327,188.76371356354178,9.377857142857142,1.102408478243144,0.016445897718099105,1,3,1968,193,4613
2009,195,14,2009-07-14T18:00:00Z,20.55142857142857,396.12,4.6,5.883530512526494,8.504013672578218,1.102273627596144,199.38845484167445,9.387857142857142,1.1039325081436473,0.016425348869317527,1,3,1968,193,4614
2009,195,15,2009-07-14T19:00:00Z,20.534285714285716,398.89142857142855,3.8,5.937710986282124,8.506494419627622,1.101952171786688,199.69884963438668,9.385,1.103274690728691,0.014230981092756828,1,3,1968,193,4615
2009,195,16,2009-07-14T20:00:00Z,20.54,211.83271428571427,3.6,5.953532556421134,8.501490873902643,1.1026007248652074,105.88348588286327,9.382142857142856,1.1035879466675174,0.013687023807532561,1,3,1968,193,4616
2009,195,17,2009-07-14T21:00:00Z,20.541428571428572,214.17714285714285,3.6,5.9674782773908435,8.494783942145478,1.107002845987034,106.90657877041343,9.392142857142858,1.1056364612812906,0.013655516546719383,1,3,1968,193,4617
2009,195,18,2009-07-14T22:00:00Z,20.53,165.85857142857142,5.1,5.982283262146227,8.482961050028557,1.1085457005568053,82.66632328410809,9.419285714285715,1.1103771028459464,0.017409621303833927,1,3,1968,193,4618
2009,195,19,2009-07-14T23:00:00Z,20.50857142857143,99.364,4.6,5.994508224828689,8.483325389995091,1.1084980909833333,49.46422112444372,9.413571428571428,1.1096558243154782,0.01610431505201682,1,3,1968,193,4619
2009,195,20,2009-07-15T00:00:00Z,20.48857142857143,52.331,5.6,5.994312520961641,8.478999777005319,1.1067048292002937,26.05131210386295,9.39642857142857,1.1082001201263478,0.01861710975616956,1,3,1968,193,4620
2009,195,21,2009-07-15T01:00:00Z,20.455714285714286,1.7914285714285714,6.5,5.996712010649786,8.47359231683102,1.1074110777504766,0.8915923892988495,9.39642857142857,1.1089073229030064,0.020860068413373026,1,3,1968,193,4621
2009,195,22,2009-07-15T02:00:00Z,20.424285714285713,1e-5,5.7,6.009013272607413,8.479684009134152,1.1066155283489343,4.970903956516415e-6,9.397857142857141,1.1082791685083961,0.018793258779464972,1,3,1968,193,4622
2009,195,23,2009-07-15T03:00:00Z,20.384285714285713,2.5807142857142855,5.3,6.0074084714079135,8.475471456572656,1.1059856726590396,1.2830530543460448,9.377857142857142,1.1064702643278557,0.01777650177653999,1,3,1968,193,4623
2009,195,24,2009-07-15T04:00:00Z,20.347142857142856,0.009285714285714286,6,6.082765392871778,8.475638945379586,1.1024242608981893,0.00458217261800809,9.36357142857143,1.104762896215145,0.019272676547701123,1,3,1968,193,4624
2009,196,1,2009-07-15T05:00:00Z,20.302857142857142,1e-5,7.2,6.060818245607027,8.47782136524128,1.0986018221834675,4.926215788297292e-6,9.352142857142857,1.1031304452210162,0.02229878780131296,1,3,1968,194,4625
2009,196,2,2009-07-15T06:00:00Z,20.27285714285714,1e-5,4.3,6.074084525533935,8.4735368673115,1.0979771665231346,4.9197124094122265e-6,9.332142857142857,1.1013279346365525,0.015059292379211555,1,3,1968,194,4626
2009,196,3,2009-07-15T07:00:00Z,20.237142857142857,1e-5,3.3,6.088863056423725,8.4750873481304,1.0954164386338732,4.9124832234352985e-6,9.320714285714285,1.0997779613174643,0.012543784701375628,1,3,1968,194,4627
2009,196,4,2009-07-15T08:00:00Z,20.214285714285715,1e-5,5.6,6.102887288537776,8.47203099905137,1.094631263865583,4.9056381098853165e-6,9.30642857142857,1.098488493782734,0.018162893859550302,1,3,1968,194,4628
2009,196,5,2009-07-15T09:00:00Z,20.184285714285714,3.0167142857142855,4.5,6.12380541389268,8.47587196963718,1.0953150346367728,1.4768190156507481,9.303571428571429,1.0976536056584254,0.015394138098546126,1,3,1968,194,4629
2009,196,6,2009-07-15T10:00:00Z,20.15285714285714,53.85742857142857,3.7,6.113865189260125,8.482807621681744,1.0932406360715567,26.391702494969948,9.300714285714285,1.0964193343182749,0.013446767717456638,1,3,1968,194,4630
2009,196,7,2009-07-15T11:00:00Z,20.138571428571428,194.36214285714286,3.1,6.116638867668137,8.485629643920658,1.0881632109192176,95.21685366456279,9.267857142857142,1.0921826112805775,0.011966781735946879,1,3,1968,194,4631
2009,196,8,2009-07-15T12:00:00Z,20.152857142857144,429.33714285714285,3.1,6.144442257568568,8.484028749720336,1.0883685419270153,209.75014514378324,9.272142857142857,1.0928938515735818,0.011916833727354546,1,3,1968,194,4632
2009,196,9,2009-07-15T13:00:00Z,20.192857142857143,676.1271428571429,3.5,6.129431714007109,8.480119918991507,1.0947663581040565,330.81022105456725,9.289285714285715,1.095419145368694,0.012936511852285419,1,3,1968,194,4633
2009,196,10,2009-07-15T14:00:00Z,20.292857142857144,1262.8842857142856,4.7,6.121064688331392,8.463266403569113,1.0969464456518672,618.407620930993,9.295,1.0982757196535997,0.01593352913139454,1,3,1968,194,4634
2009,196,11,2009-07-15T15:00:00Z,20.43857142857143,1490.3914285714286,6.2,6.128311278922682,8.438814806112822,1.100124865078818,729.2882030152895,9.297857142857142,1.1017965622520898,0.019664909619975166,1,3,1968,194,4635
2009,196,12,2009-07-15T16:00:00Z,20.441428571428574,1160.7357142857143,6.2,6.140957386326167,8.44238562057331,1.102028551897419,567.2666573589244,9.303571428571429,1.1020074001239044,0.019625791523407286,1,3,1968,194,4636
2009,196,13,2009-07-15T17:00:00Z,20.434285714285714,1524.0785714285714,7,6.132530051687577,8.448441141714602,1.1047896107027535,745.4600409553263,9.339285714285715,1.1054448456973351,0.02161738517949927,1,3,1968,194,4637
2009,196,14,2009-07-15T18:00:00Z,20.458571428571428,1182.6128571428571,5.2,6.128873792156529,8.44639739513007,1.1074248063906016,578.6516467322984,9.356428571428571,1.1077419322968627,0.01720974152321,1,3,1968,194,4638
2009,196,15,2009-07-15T19:00:00Z,20.56,1278.0357142857142,5.9,6.112374729293958,8.431463096192212,1.1093863417636622,626.3673078988019,9.367857142857142,1.1110594965525995,0.019032301908341046,1,3,1968,194,4639
2009,196,16,2009-07-15T20:00:00Z,20.580000000000002,543.3557142857143,6.6,6.175801013337484,8.433376814963166,1.1091345975913034,264.62971364330525,9.365,1.1104685828082381,0.020562207176851036,1,3,1968,194,4640
2009,196,17,2009-07-15T21:00:00Z,20.54,433.90857142857146,6.2,6.182522187680707,8.43924808151937,1.1095479016080998,211.18528995731145,9.373571428571429,1.1107116816601328,0.019541091582860406,1,3,1968,194,4641
2009,196,18,2009-07-15T22:00:00Z,20.541428571428572,482.34285714285716,5.3,6.215497060388022,8.443051017634922,1.1102325427645925,233.9942859818107,9.382142857142856,1.111226597772116,0.017247818726856583,1,3,1968,194,4642
2009,196,19,2009-07-15T23:00:00Z,20.54,284.09714285714284,5.3,6.2039164369524045,8.446119039120124,1.1121972063726202,137.9790932770802,9.397857142857143,1.112683482121058,0.01727940886321915,1,3,1968,194,4643
2009,196,20,2009-07-16T00:00:00Z,20.507142857142856,93.87585714285714,2.5,6.212213358314156,8.453638610714776,1.1112078990570589,45.55585641889838,9.403571428571428,1.1123696980200497,0.010430337382592829,1,3,1968,194,4644
2009,196,21,2009-07-16T01:00:00Z,20.465714285714284,5.344714285714286,2.6,6.218805481769444,8.463413881893702,1.1122875628402635,2.5919818710598466,9.390714285714285,1.1095657635040646,0.010651469307572783,1,3,1968,194,4645
2009,196,22,2009-07-16T02:00:00Z,20.424285714285716,1e-5,3.4,6.203907244957896,8.474013634321146,1.1073560186396527,4.856761925366628e-6,9.380714285714285,1.1069977805701012,0.012611136255413158,1,3,1968,194,4646
2009,196,23,2009-07-16T03:00:00Z,20.37857142857143,1e-5,3.2,6.206389117730086,8.48210779135772,1.1051203581202729,4.855570582994713e-6,9.370714285714286,1.104762461903862,0.012106433436634737,1,3,1968,194,4647
2009,196,24,2009-07-16T04:00:00Z,20.334285714285713,1e-5,3.1,6.150136031163765,8.490785560762273,1.0945689222147355,4.882684059360782e-6,9.333571428571428,1.0992588803212564,0.011959158854099892,1,3,1968,194,4648
2009,197,1,2009-07-16T05:00:00Z,20.274285714285714,1e-5,3,6.154477890977641,8.498882885793636,1.095879320277311,4.861500026574141e-6,9.336428571428572,1.0985477382015632,0.011688909377508234,1,3,1968,195,4649
2009,197,2,2009-07-16T06:00:00Z,20.252857142857142,1e-5,3.1,6.1494572935285055,8.499660367918455,1.0922495250564423,4.8639305393288835e-6,9.325,1.097102660148251,0.011936516558251507,1,3,1968,195,4650
2009,197,3,2009-07-16T07:00:00Z,20.232857142857142,1e-5,3,6.140683625477096,8.499790361725353,1.0922328204475285,4.868182442801078e-6,9.310714285714285,1.0954051675957246,0.011703212752169125,1,3,1968,195,4651
2009,197,4,2009-07-16T08:00:00Z,20.22142857142857,1e-5,2.7,6.138190120319316,8.500910015729463,1.0920889625724806,4.869391892919892e-6,9.30642857142857,1.0947567441848738,0.010971175075468837,1,3,1968,195,4652
2009,197,5,2009-07-16T09:00:00Z,20.165714285714287,3.6125714285714285,2.8,6.130406343065381,8.50708681629751,1.0912960218314207,1.7604675854098302,9.309285714285714,1.094297720866253,0.011214491906324732,1,3,1968,195,4653
2009,197,6,2009-07-16T10:00:00Z,20.135714285714286,107.77842857142858,3.1,6.130206011426202,8.515021908796783,1.090279050299219,52.523312633805375,9.320714285714285,1.0946201178983639,0.011939455165912112,1,3,1968,195,4654
2009,197,7,2009-07-16T11:00:00Z,20.124285714285715,421.02714285714285,3.1,6.135280072458099,8.51533200902228,1.092588050605938,205.07406782773327,9.335,1.0962579016425025,0.01192621536222382,1,3,1968,195,4655
2009,197,8,2009-07-16T12:00:00Z,20.11857142857143,785.6414285714286,5,6.1244171800370895,8.513043304309353,1.096405793598536,383.08509833349484,9.357857142857142,1.099237582653919,0.016589788792124062,1,3,1968,195,4656
2009,197,9,2009-07-16T13:00:00Z,20.11714285714286,640.0014285714285,5.1,6.123014399509027,8.513285671140187,1.1010731181941613,312.11351070410757,9.372142857142856,1.1008843376317292,0.01683747814403191,1,3,1968,195,4657
2009,197,10,2009-07-16T14:00:00Z,20.12142857142857,516.8142857142857,4.5,6.139812340061261,8.509707664879276,1.101536077283447,251.61646147737096,9.385,1.1028580968454622,0.015330203921244553,1,3,1968,195,4658
2009,197,11,2009-07-16T15:00:00Z,20.127142857142857,738.7171428571429,4.6,6.1534438076899995,8.511182126391455,1.1025201741251531,359.1643104448678,9.382142857142856,1.10233134690547,0.015541726952921338,1,3,1968,195,4659
2009,197,12,2009-07-16T16:00:00Z,20.111428571428572,610.67,3.8,6.155630169024572,8.512625852097027,1.0988090117570206,296.84317341014014,9.369285714285715,1.1006340319747114,0.013585025056285161,1,3,1968,195,4660
2009,197,13,2009-07-16T17:00:00Z,20.115714285714287,678.1042857142857,5.4,6.168817882726216,8.512713409762954,1.0999724235119932,329.19035145065186,9.367857142857142,1.1004548951587458,0.017439820888212318,1,3,1968,195,4661
2009,197,14,2009-07-16T18:00:00Z,20.114285714285714,570.3285714285714,5.1,6.186194658405945,8.512548448861752,1.1011684757287228,276.3919971143827,9.376428571428571,1.101483137248086,0.016664339429657934,1,3,1968,195,4662
2009,197,15,2009-07-16T19:00:00Z,20.082857142857144,435.2971428571429,4.3,6.1922252629141745,8.520736426243237,1.1012839185001362,210.82685682310606,9.38642857142857,1.1015982776464093,0.014702896519998294,1,3,1968,195,4663
2009,197,16,2009-07-16T20:00:00Z,20.065714285714286,340.3485714285714,3.9,6.121231152299799,8.523649842077473,1.099734289145239,166.00943915945584,9.387857142857142,1.1013893480834303,0.013890183202036293,1,3,1968,195,4664
2009,197,17,2009-07-16T21:00:00Z,20.045714285714286,258.5442857142857,2.7,6.129496905958114,8.526643224692645,1.1028665973459881,126.00445523723874,9.400714285714285,1.1025105704540776,0.010939178871818575,1,3,1968,195,4665
2009,197,18,2009-07-16T22:00:00Z,20.025714285714287,80.77914285714286,3.3,6.113712064001935,8.526782762423386,1.1028485493310929,39.43063697082565,9.405,1.1029951462404814,0.012427761337014084,1,3,1968,195,4666
2009,197,19,2009-07-16T23:00:00Z,19.985714285714284,82.008,3,6.1356045092714995,8.538085851756847,1.1013885504635714,39.94319787541447,9.403571428571428,1.101367635772425,0.011641628951419802,1,3,1968,195,4667
2009,197,20,2009-07-17T00:00:00Z,19.958571428571428,42.846000000000004,2.5,6.15447036211384,8.539856446244183,1.1011601962156818,20.829598624301127,9.389285714285714,1.0994664574736626,0.010386785703749053,1,3,1968,195,4668
2009,197,21,2009-07-17T01:00:00Z,19.93857142857143,1.0307142857142857,2.7,6.171619447175381,8.541635299084543,1.0985894002060368,0.5002278805368843,9.382142857142856,1.0984012462049737,0.0108357569437897,1,3,1968,195,4669
2009,197,22,2009-07-17T02:00:00Z,19.90142857142857,1e-5,3.6,6.201725266872627,8.545526317700382,1.0992593844738023,4.838718623062741e-6,9.395,1.0994056598409976,0.012934022297086204,1,3,1968,195,4670
2009,197,23,2009-07-17T03:00:00Z,19.85142857142857,1e-5,3.1,6.2265821445019425,8.54916643111008,1.0987913354706154,4.826799362595543e-6,9.403571428571428,1.0999401525688168,0.011672274910815761,1,3,1968,195,4671
2009,197,24,2009-07-17T04:00:00Z,19.818571428571428,1e-5,3.3,6.251083435287409,8.551105503399885,1.0962032916414182,4.815094916518908e-6,9.397857142857141,1.099022475996886,0.012092460804927251,1,3,1968,195,4672
2009,198,1,2009-07-17T05:00:00Z,19.788571428571426,1e-5,3.8,6.258604113372061,8.552557107764873,1.0960172357679512,4.792527885365333e-6,9.402142857142858,1.099337044894637,0.013255144565875595,1,3,1968,196,4673
2009,198,2,2009-07-17T06:00:00Z,19.767142857142858,1e-5,3.7,6.287741152139345,8.557460028963451,1.0942207113217697,4.778678420406905e-6,9.400714285714285,1.0985402507165407,0.012950690865002532,1,3,1968,196,4674
2009,198,3,2009-07-17T07:00:00Z,19.74,1e-5,3.2,6.3163928127532145,8.558836045286595,1.0952131750627683,4.7651199703092675e-6,9.399285714285714,1.0981967249462572,0.011709328893825744,1,3,1968,196,4675
2009,198,4,2009-07-17T08:00:00Z,19.714285714285715,1e-5,3,6.355569860671381,8.564071449616366,1.094543647276542,4.746676936289756e-6,9.403571428571428,1.0980258027848038,0.011163339991277436,1,3,1968,196,4676
2009,198,5,2009-07-17T09:00:00Z,19.674285714285713,0.5478571428571428,2.9,6.397546980483703,8.57341135560997,1.0933512473848968,0.25897416653952804,9.403571428571428,1.0968296094200878,0.010847644676324018,1,3,1968,196,4677
2009,198,6,2009-07-17T10:00:00Z,19.64142857142857,15.517714285714286,3.1,6.423993981276162,8.581533765256362,1.0923163919660894,7.316183072219784,9.402142857142858,1.09562499132834,0.011254742090692537,1,3,1968,196,4678
2009,198,7,2009-07-17T11:00:00Z,19.625714285714285,77.36742857142858,3.4,6.4511331069791735,8.585064399516419,1.091867173474902,36.379333078984416,9.393571428571429,1.094176000485279,0.011890706775965638,1,3,1968,196,4679
2009,198,8,2009-07-17T12:00:00Z,19.605714285714285,215.90428571428572,2.9,6.478755801897752,8.590981247936933,1.0899511627089913,101.2461871033651,9.392142857142856,1.0932561236119933,0.010693421932419945,1,3,1968,196,4680
