year,yday,hour,datetime,wtemp,par,wspeed,z,do_eq,o2_sat,par_int,do,do2_sat,k,series,unique_series,series_length,unique_day,index
2010,226,24,2010-08-15T04:00:00Z,25.039047619047622,1e-5,3.3,5.518143999500004,7.741791827227938,1.018820988218723,5.2433013794376554e-6,7.939183673469389,1.0254969199181025,0.01552150283351077,1,4,1918,296,7094
2010,227,1,2010-08-15T05:00:00Z,24.886190476190478,0.018571428571428572,3.4,5.518144327108718,7.765662476017971,1.018264703677253,0.00974169470390445,7.9648979591836735,1.0256559545023989,0.015770471815170464,1,4,1918,297,7095
2010,227,2,2010-08-15T06:00:00Z,24.841904761904765,1e-5,2.9,5.515869438655238,7.7675560485215165,1.0180164714106081,5.246739462762424e-6,7.934897959183674,1.0215437017276507,0.01424154396429653,1,4,1918,297,7096
2010,227,3,2010-08-15T07:00:00Z,24.774761904761906,1e-5,4.1,5.511086581671003,7.776137002690004,1.0194650630843611,5.249288068198633e-6,7.959183673469388,1.023539537782843,0.01787516113520965,1,4,1918,297,7097
2010,227,4,2010-08-15T08:00:00Z,24.710476190476193,1e-5,3.2,5.525200633075794,7.785449982686565,1.0182455757379894,5.241772610582578e-6,7.97204081632653,1.0239666087451476,0.015081251939506728,1,4,1918,297,7098
2010,227,5,2010-08-15T09:00:00Z,24.656190476190478,1e-5,3.4,5.5411273434804995,7.789943271236047,1.018941951645373,5.23331150557376e-6,7.970612244897959,1.0231925917007667,0.015621192642646725,1,4,1918,297,7099
2010,227,6,2010-08-15T10:00:00Z,24.59619047619048,9.980428571428572,3.2,5.56290052722235,7.800171384190932,1.017605845954539,5.2115581305697,7.9648979591836735,1.021118327646826,0.0149392073981076,1,4,1918,297,7100
2010,227,7,2010-08-15T11:00:00Z,24.533333333333335,77.97728571428571,4.6,5.57801410584508,7.809705219265336,1.0138026695897242,40.65575536583389,7.959183673469388,1.0191400891592313,0.019053108825903907,1,4,1918,297,7101
2010,227,8,2010-08-15T12:00:00Z,24.507619047619052,198.6742857142857,3.8,5.588148447549277,7.8160969566743574,1.0168118491945566,103.47854516798051,7.994897959183675,1.0228759959734934,0.0166265046413385,1,4,1918,297,7102
2010,227,9,2010-08-15T13:00:00Z,24.45047619047619,206.37428571428572,3.8,5.601614556722944,7.823314909666821,1.0171519479763462,107.34280741959124,8.017755102040816,1.0248539391062652,0.016564430224454963,1,4,1918,297,7103
2010,227,10,2010-08-15T14:00:00Z,24.434761904761906,283.11285714285714,2.8,5.617554865374748,7.829767671232643,1.0290854516161532,147.02038959460174,8.024897959183674,1.0249215936084488,0.013556169659807077,1,4,1918,297,7104
2010,227,11,2010-08-15T15:00:00Z,24.416190476190476,453.2628571428572,3.8,5.637339956739414,7.833242777995103,1.0260756914848457,234.90963922739925,8.024897959183674,1.0244669017187826,0.016446286624382907,1,4,1918,297,7105
2010,227,12,2010-08-15T16:00:00Z,24.39761904761905,843.8414285714285,3.5,5.6712495012927935,7.8374757326477065,1.0344529637555984,435.84014100554646,8.077755102040816,1.0306577497129854,0.01546345785715749,1,4,1918,297,7106
2010,227,13,2010-08-15T17:00:00Z,24.410476190476192,818.8128571428572,3.5,5.727857341781544,7.834835552241112,1.0373542553391784,420.51259354670196,8.119183673469388,1.0362928001911846,0.015315231901647986,1,4,1918,297,7107
2010,227,14,2010-08-15T18:00:00Z,24.414761904761907,753.9471428571428,3.1,5.771961389603769,7.833829821434071,1.0387639488587126,385.49107911636105,8.114897959183674,1.0358787648131664,0.014049807441226516,1,4,1918,297,7108
2010,227,15,2010-08-15T19:00:00Z,24.463333333333335,628.3771428571429,4.3,5.795197218834513,7.826719218966203,1.0320416222963626,320.54099219369095,8.062040816326531,1.0300664417333487,0.01744917998817737,1,4,1918,297,7109
2010,227,16,2010-08-15T20:00:00Z,24.443333333333335,479.1928571428571,4.8,5.833578901004973,7.827757869836343,1.031904682581716,243.50477970531483,8.063469387755102,1.0301122648194134,0.018749450429413096,1,4,1918,297,7110
2010,227,17,2010-08-15T21:00:00Z,24.39761904761905,395.2271428571429,4.3,5.878347421255854,7.835586410689211,1.0372548490962417,199.94238812235542,8.094897959183674,1.033094083187024,0.017175985245948155,1,4,1918,297,7111
2010,227,18,2010-08-15T22:00:00Z,24.36619047619048,373.84000000000003,5.1,5.9211173577081935,7.84057364920213,1.0365950711816945,188.31965742049604,8.113469387755103,1.0348055832089202,0.01927876972236059,1,4,1918,297,7112
2010,227,19,2010-08-15T23:00:00Z,24.29761904761905,199.51957142857142,3.2,5.962192719189516,7.852539410851208,1.033742026023155,100.09774643854013,8.09061224489796,1.0303179419536266,0.013841902381920937,1,4,1918,297,7113
2010,227,20,2010-08-16T00:00:00Z,24.234761904761907,20.17342857142857,1.9,5.993198669549281,7.861037334215763,1.0275361452415532,10.089836430771113,8.073469387755102,1.0270234123701094,0.010165892798487222,1,4,1918,297,7114
2010,227,21,2010-08-16T01:00:00Z,24.170476190476194,1e-5,2.2,6.029121405623858,7.869763726275804,1.0251260750134072,4.983806165481734e-6,8.037755102040817,1.0213464319397696,0.010911086902045418,1,4,1918,297,7115
2010,227,22,2010-08-16T02:00:00Z,24.113333333333333,1e-5,2.9,6.063483875417282,7.876692248155634,1.026763487159693,4.966925352502541e-6,8.066326530612246,1.0240753702800838,0.012736902858567642,1,4,1918,297,7116
2010,227,23,2010-08-16T03:00:00Z,24.044761904761906,1e-5,5.9,6.091148275110589,7.89369006792202,1.0182183403250638,4.953398645426267e-6,8.097755102040816,1.025851665363461,0.020760746553962883,1,4,1918,297,7117
2010,227,24,2010-08-16T04:00:00Z,24.004761904761907,1e-5,5,6.089490473720071,7.898488425237456,1.0163337043516227,4.954207646407927e-6,8.074897959183673,1.022334594222174,0.01831794173548,1,4,1918,297,7118
2010,228,1,2010-08-16T05:00:00Z,23.92047619047619,1e-5,4.6,6.1102802496075626,7.911027735807889,1.0172508893597216,4.946331344046351e-6,8.094897959183674,1.0232422675682868,0.017145807552149905,1,4,1918,298,7119
2010,228,2,2010-08-16T06:00:00Z,23.850476190476193,1e-5,6.2,6.1425322184881175,7.921849637401904,1.0158612405371663,4.9306789590093806e-6,8.077755102040816,1.0196804372431947,0.021293238347648128,1,4,1918,298,7120
2010,228,3,2010-08-16T07:00:00Z,23.780476190476193,1e-5,3.3,6.175716243703774,7.934605676507907,1.0129677929423428,4.9146535194009864e-6,8.077755102040816,1.0180411518062875,0.013467060124144649,1,4,1918,298,7121
2010,228,4,2010-08-16T08:00:00Z,23.701904761904764,1e-5,3.3,6.210907896512768,7.948678191509068,1.0099163416346546,4.8977458738861815e-6,8.059183673469388,1.013902372104882,0.013366042517444283,1,4,1918,298,7122
2010,228,5,2010-08-16T09:00:00Z,23.64190476190476,1e-5,4,6.238549747591754,7.961140161749547,1.0045671646914534,4.884528162862251e-6,8.046326530612244,1.0107002724649903,0.01511647836064385,1,4,1918,298,7123
2010,228,6,2010-08-16T10:00:00Z,23.564761904761905,16.096285714285713,2.4,6.273860486752269,7.978513328730258,1.0023797254560411,7.835226181073123,8.033469387755103,1.0068880074220032,0.010855918834370721,1,4,1918,298,7124
2010,228,7,2010-08-16T11:00:00Z,23.52047619047619,226.46885714285713,2.3,6.304677130111309,7.988272760078802,1.001155098254445,109.90827038161527,8.03204081632653,1.0054790387812567,0.01053386380080228,1,4,1918,298,7125
2010,228,8,2010-08-16T12:00:00Z,23.48761904761905,565.8457142857143,2.8,6.332406416966513,7.994012887514234,0.9991852793326859,273.8724741147523,8.027755102040816,1.00422093571794,0.011761613038615807,1,4,1918,298,7126
2010,228,9,2010-08-16T13:00:00Z,23.434761904761906,894.4285714285714,4.9,6.362065585263147,8.005865190825693,1.0002042014367392,431.66302351725204,8.044897959183674,1.0048755215617058,0.01704480348563605,1,4,1918,298,7127
2010,228,10,2010-08-16T14:00:00Z,23.444761904761908,1199.7285714285715,5.8,6.385829750914165,8.007419713033649,1.0124984440123017,577.6717233826832,8.09061224489796,1.01038943065878,0.01927135535062857,1,4,1918,298,7128
2010,228,11,2010-08-16T15:00:00Z,23.503333333333334,699.7085714285714,4.5,6.413755320340287,7.99777158451295,1.0149702219201777,336.00096832070375,8.11061224489796,1.0141090126409107,0.015921833038581513,1,4,1918,298,7129
2010,228,12,2010-08-16T16:00:00Z,23.530476190476193,1296.6985714285715,5,6.445555559758009,7.988677593958596,1.0173773949954354,620.764258092477,8.119183673469388,1.016336380830976,0.017114182035133627,1,4,1918,298,7130
2010,228,13,2010-08-16T17:00:00Z,23.573333333333334,1275.4914285714285,5.4,6.441410031624572,7.976836197147838,1.0163804044138303,610.8565113532976,8.063469387755102,1.0108605954122813,0.018152775197467608,1,4,1918,298,7131
2010,228,14,2010-08-16T18:00:00Z,23.561904761904763,1179.7128571428573,4.9,6.457810801061409,7.978178272824128,1.0074354978225966,564.091871638647,8.043469387755103,1.0081837122082586,0.01684249603400091,1,4,1918,298,7132
2010,228,15,2010-08-16T19:00:00Z,23.576190476190476,1085.3214285714287,4.8,6.472915848114919,7.974106143764763,1.0142202591978167,518.2014997970829,8.07061224489796,1.0121024349805852,0.016557490223524138,1,4,1918,298,7133
2010,228,16,2010-08-16T20:00:00Z,23.584761904761905,1023.7285714285715,4.5,6.485085338597229,7.97396229859738,1.0167467184320784,488.21970535201405,8.103469387755103,1.0162412467363313,0.015776946505591694,1,4,1918,298,7134
2010,228,17,2010-08-16T21:00:00Z,23.54619047619048,663.4071428571428,5.6,6.48776480371743,7.981318206147633,1.0158096432936572,316.2994366244916,8.069183673469388,1.011008891645753,0.018512764550388847,1,4,1918,298,7135
2010,228,18,2010-08-16T22:00:00Z,23.511904761904763,372.56,4.4,6.494528882200303,7.985350321508859,1.011539841682704,177.5134723243874,8.063469387755102,1.009782797635794,0.015476845637605522,1,4,1918,298,7136
2010,228,19,2010-08-16T23:00:00Z,23.460476190476193,168.76885714285714,5.5,6.505772643789874,7.995054068106848,1.0090613435851732,80.32614102767637,8.049183673469388,1.0067703864040731,0.01817485245367278,1,4,1918,298,7137
2010,228,20,2010-08-17T00:00:00Z,23.413333333333334,20.136142857142858,1.8,6.519120610882256,8.006044962821589,1.002679854694552,9.571559177750663,8.003469387755102,0.9996782962026259,0.008918552291710199,1,4,1918,298,7138
2010,228,21,2010-08-17T01:00:00Z,23.376190476190477,1e-5,0.9,6.524191434677943,8.018223370472512,0.9974154660558814,4.7511031055866405e-6,7.982040816326531,0.9954874599429064,0.006669933110078007,1,4,1918,298,7139
2010,228,22,2010-08-17T02:00:00Z,23.33761904761905,1e-5,1.7,6.526729048625741,8.026787828480792,0.9951054108666745,4.749943127609882e-6,7.9648979591836735,0.9922895844988552,0.008644361644014189,1,4,1918,298,7140
2010,228,23,2010-08-17T03:00:00Z,23.294761904761906,1e-5,1.3,6.5412791586487185,8.036402498171615,0.9839601739458742,4.743300539433206e-6,7.974897959183673,0.9923467572708143,0.00762806694647582,1,4,1918,298,7141
2010,228,24,2010-08-17T04:00:00Z,23.264761904761908,1e-5,1.7,6.557464996996613,8.041369196016685,0.9908138534351492,4.73592809489086e-6,8.003469387755102,0.9952868961320223,0.008589046285281132,1,4,1918,298,7142
2010,229,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,229,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,230,1,2010-08-18T05:00:00Z,22.72761904761905,1e-5,4.1,6.73063845614566,8.133519873679068,1.0496685484999249,4.617424793921303e-6,8.56561224489796,1.0531248927806998,0.01394835747431717,1,4,1918,299,7143
2010,230,2,2010-08-18T06:00:00Z,22.699047619047622,1e-5,2.6,6.743422803943009,8.137194051440773,1.0516524425867426,4.6117620869114764e-6,8.577755102040816,1.0541416424156724,0.010367712818183552,1,4,1918,299,7144
2010,230,3,2010-08-18T07:00:00Z,22.65904761904762,1e-5,2.8,6.744463467056633,8.144212141330566,1.051974070827713,4.611301611945289e-6,8.594897959183674,1.0553381726841262,0.010828354139918043,1,4,1918,299,7145
2010,230,4,2010-08-18T08:00:00Z,22.61904761904762,1e-5,2.5,6.730714487024841,8.146955268528691,1.049164960192993,4.617391084694558e-6,8.58061224489796,1.0532293307224192,0.010131205059574001,1,4,1918,299,7146
2010,230,5,2010-08-18T09:00:00Z,22.573333333333334,1e-5,2.7,6.7208643492443665,8.156832822348257,1.046668503074966,4.621761463621304e-6,8.567755102040817,1.0503776758261745,0.010607804093469845,1,4,1918,299,7147
2010,230,6,2010-08-18T10:00:00Z,22.54047619047619,8.078285714285714,2.9,6.723802799365574,8.159639294535925,1.0463085060288275,3.732537206846751,8.562040816326531,1.0493160919576523,0.01106708641890725,1,4,1918,299,7148
2010,230,7,2010-08-18T11:00:00Z,22.514761904761908,105.99928571428572,3.8,6.710152232724082,8.16679174507767,1.0466166233701002,49.04079869868271,8.572040816326531,1.0496215752646214,0.013210820791401482,1,4,1918,299,7149
2010,230,8,2010-08-18T12:00:00Z,22.48761904761905,170.8952857142857,4.4,6.712882273989145,8.169490191161355,1.0450468511776656,79.04432880743163,8.556326530612244,1.047351343890395,0.014614082497554654,1,4,1918,299,7150
2010,230,9,2010-08-18T13:00:00Z,22.476190476190478,171.18385714285714,3.9,6.714579857686916,8.168941923837735,1.0426686931321105,79.16488515702522,8.546326530612244,1.0461974892578518,0.013426034996497341,1,4,1918,299,7151
2010,230,10,2010-08-18T14:00:00Z,22.47904761904762,537.6785714285714,3.7,6.709217525470477,8.166931532270919,1.0453742591406345,248.78050584620152,8.539183673469388,1.045580416552722,0.012965125697142822,1,4,1918,299,7152
2010,230,11,2010-08-18T15:00:00Z,22.504761904761907,608.2371428571429,4.9,6.713451032553398,8.163677455956307,1.0482408260454186,281.31301860511195,8.554897959183673,1.047922092137769,0.015800195601046983,1,4,1918,299,7153
2010,230,12,2010-08-18T16:00:00Z,22.54761904761905,507.62285714285713,2.6,6.707734848188006,8.156960317033395,1.0478780903409666,234.9073956351323,8.55204081632653,1.0484347702989465,0.010385334569554773,1,4,1918,299,7154
2010,230,13,2010-08-18T17:00:00Z,22.600476190476193,594.24,3.6,6.709358835932843,8.141286391797268,1.0498955065150406,274.9473894578266,8.55204081632653,1.0504532582152026,0.012765500261820134,1,4,1918,299,7155
2010,230,14,2010-08-18T18:00:00Z,22.61761904761905,407.03785714285715,3.3,6.70985913830989,8.14133585414147,1.0523457272238366,188.32225033883742,8.560612244897959,1.051499704504047,0.012058650919634957,1,4,1918,299,7156
2010,230,15,2010-08-18T19:00:00Z,22.57761904761905,69.93242857142857,2.7,6.7103801243091885,8.151484567308017,1.0522623123646142,32.35368051612986,8.576326530612246,1.0521183546133523,0.010625463256386698,1,4,1918,299,7157
2010,230,16,2010-08-18T20:00:00Z,22.52761904761905,41.75971428571429,2.9,6.702579459812695,8.162044368589758,1.049675744592932,19.33429401850394,8.57061224489796,1.0500570516230598,0.011098725178427275,1,4,1918,299,7158
2010,230,17,2010-08-18T21:00:00Z,22.500476190476192,170.89985714285714,3.9,6.704303221472686,8.15342116311117,1.0520123796385628,79.1116626701238,8.583469387755102,1.052744512523113,0.013454411960521767,1,4,1918,299,7159
2010,230,18,2010-08-18T22:00:00Z,22.49047619047619,239.60714285714286,3.9,6.704899806522522,8.146400014741817,1.0541466150029417,110.91075455067357,8.597755102040816,1.055405465786387,0.013450004342414152,1,4,1918,299,7160
2010,230,19,2010-08-18T23:00:00Z,22.469047619047622,76.30685714285714,1.9,6.706515217406469,8.151318664773765,1.0547373196381618,35.315878292777136,8.584897959183674,1.0531913071051484,0.008713546674101602,1,4,1918,299,7161
2010,230,20,2010-08-19T00:00:00Z,22.451904761904764,13.020285714285714,1.4,6.7081115884416995,8.154787422733518,1.0530623981760932,6.025045147485074,8.544897959183674,1.0478382226571135,0.0075270872213676916,1,4,1918,299,7162
2010,230,21,2010-08-19T01:00:00Z,22.42904761904762,1e-5,1,6.709880577718454,8.157982694060472,1.046520974629652,4.626642434335786e-6,8.537755102040816,1.0465522448652462,0.0065771037235273135,1,4,1918,299,7163
2010,230,22,2010-08-19T02:00:00Z,22.40904761904762,1e-5,1.4,6.711598600654825,8.157995222994785,1.0452935760447246,4.6258784487255775e-6,8.524897959183674,1.044974620131513,0.007515478633786149,1,4,1918,299,7164
2010,230,23,2010-08-19T03:00:00Z,22.390476190476193,0.08357142857142857,2,6.712472936318778,8.156219132026717,1.0430690816770631,0.03865587834883388,8.54204081632653,1.0473039870624394,0.008925152954733175,1,4,1918,299,7165
2010,230,24,2010-08-19T04:00:00Z,22.35761904761905,0.009285714285714286,1.9,6.722513069738328,8.159424642124836,1.0389825719123662,0.004290955962533425,8.514897959183674,1.043565978319553,0.008669698141990282,1,4,1918,299,7166
2010,231,1,2010-08-19T05:00:00Z,22.344761904761906,1e-5,1.5,6.708994028227553,8.161054284007474,1.0387751024536915,4.584659848071699e-6,8.506326530612245,1.0423073091526143,0.007742380753538701,1,4,1918,300,7167
2010,231,2,2010-08-19T06:00:00Z,22.323333333333334,1e-5,3.1,6.697990308829317,8.162858395257564,1.0360953958130177,4.58955765516695e-6,8.51061224489796,1.0426019701435019,0.011523851032775435,1,4,1918,300,7168
2010,231,3,2010-08-19T07:00:00Z,22.300476190476193,1e-5,6.4,6.699738023356143,8.169197028236763,1.0426361330935379,4.588779193258293e-6,8.534897959183674,1.0447658355751328,0.01928950773755378,1,4,1918,300,7169
2010,231,4,2010-08-19T08:00:00Z,22.27904761904762,1e-5,5.2,6.699507446336123,8.181192731563748,1.0411073641058168,4.588881884388869e-6,8.536326530612245,1.0434085604264474,0.01645437500320643,1,4,1918,300,7170
2010,231,5,2010-08-19T09:00:00Z,22.24047619047619,1e-5,5,6.70235637495558,8.194730621486517,1.0393874299744745,4.5876133207131416e-6,8.537755102040816,1.0418591527163676,0.01596184933680036,1,4,1918,300,7171
2010,231,6,2010-08-19T10:00:00Z,22.203333333333337,6.3875714285714285,3.3,6.703432371035944,8.201782886138762,1.0372744704542116,2.9300648290520974,8.53204081632653,1.0402666023683598,0.011951318742090883,1,4,1918,300,7172
2010,231,7,2010-08-19T11:00:00Z,22.191904761904762,87.30757142857142,1.9,6.704277790880831,8.206339312866465,1.0366985419017898,40.04587075504933,8.533469387755103,1.0398630939346782,0.008658863421745445,1,4,1918,300,7173
2010,231,8,2010-08-19T12:00:00Z,22.17904761904762,343.0757142857143,2.9,6.704228613274786,8.20955398814712,1.0375106872185127,157.3612808833327,8.534897959183674,1.0396299203959536,0.011003893046565103,1,4,1918,300,7174
2010,231,9,2010-08-19T13:00:00Z,22.211904761904762,660.8585714285714,2.8,6.706107392381743,8.205525858273662,1.0368013149848108,303.06603428089096,8.54061224489796,1.04083667426219,0.010774592695536156,1,4,1918,300,7175
2010,231,10,2010-08-19T14:00:00Z,22.241904761904763,970.3042857142857,3.7,6.713868783381287,8.199209680492416,1.043698153050047,444.64122884673685,8.559183673469388,1.0439034988742175,0.012882889645590246,1,4,1918,300,7176
2010,231,11,2010-08-19T15:00:00Z,22.331904761904763,1215.1571428571428,3.6,6.749793664121234,8.188520725828575,1.0450605532459087,554.9101192945376,8.56918367346939,1.046487388917526,0.012607920460625265,1,4,1918,300,7177
2010,231,12,2010-08-19T16:00:00Z,22.45047619047619,1364.6857142857143,3.3,6.756354644720098,8.168684069346678,1.047598355788097,622.7978510237779,8.556326530612244,1.047454701145832,0.011928012544816674,1,4,1918,300,7178
2010,231,13,2010-08-19T17:00:00Z,22.60904761904762,1443.9571428571428,4.1,6.754676555323167,8.140337211728555,1.0463325754770982,659.0817401367598,8.514897959183674,1.0460129276850416,0.013859530662956645,1,4,1918,300,7179
2010,231,14,2010-08-19T18:00:00Z,22.68619047619048,1331.9571428571428,4.3,6.7540737995541615,8.126360202385262,1.0469016617676958,607.9957701075158,8.513469387755103,1.0476362326710815,0.014358002023287126,1,4,1918,300,7180
2010,231,15,2010-08-19T19:00:00Z,22.754761904761907,1134.8714285714286,3.5,6.754598846157757,8.114528187428666,1.0484281776456381,518.0061361223309,8.51061224489796,1.0488117174924503,0.012490430021287533,1,4,1918,300,7181
2010,231,16,2010-08-19T20:00:00Z,22.871904761904762,915.8757142857143,3.2,6.754303402113397,8.093263707135739,1.0585964216693116,418.0586376185021,8.556326530612246,1.05721583284976,0.011815083416995163,1,4,1918,300,7182
2010,231,17,2010-08-19T21:00:00Z,22.850476190476193,563.1257142857143,2.5,6.754036772300431,8.093476010597458,1.0573330901080027,257.04977138370816,8.559183673469388,1.0575411185826882,0.010151967436109103,1,4,1918,300,7183
2010,231,18,2010-08-19T22:00:00Z,22.771904761904764,333.74142857142857,2.9,6.752630926808905,8.106038806094707,1.05692807608549,152.36354420649042,8.572040816326531,1.057488253064055,0.011080747088060438,1,4,1918,300,7184
2010,231,19,2010-08-19T23:00:00Z,22.70047619047619,111.38499999999999,2.8,6.760860223099407,8.115190180678956,1.0569684516355184,50.81031285217007,8.582040816326531,1.05752799691116,0.010812753075116014,1,4,1918,300,7185
2010,231,20,2010-08-20T00:00:00Z,22.673333333333336,11.243714285714287,2.2,6.7601691700121025,8.118245423929903,1.0590342556850294,5.129369585403526,8.593469387755103,1.0585377675851482,0.009393355737772852,1,4,1918,300,7186
2010,231,21,2010-08-20T01:00:00Z,22.680476190476192,1e-5,2.2,6.760135739700481,8.116355801528902,1.061744976529577,4.562003304875596e-6,8.616326530612245,1.061600395708276,0.009394999899930687,1,4,1918,300,7187
2010,231,22,2010-08-20T02:00:00Z,22.664761904761907,1e-5,2.9,6.761026908769049,8.121525476878091,1.061069133444689,4.561610056918627e-6,8.60061224489796,1.0589897512953477,0.011038804675439738,1,4,1918,300,7188
2010,231,23,2010-08-20T03:00:00Z,22.660476190476192,1e-5,4.5,6.761217735445865,8.121803596027004,1.052414023429628,4.561525857343625e-6,8.573469387755102,1.055611513672781,0.014805006986966691,1,4,1918,300,7189
2010,231,24,2010-08-20T04:00:00Z,22.633333333333336,1e-5,3.6,6.765833530553558,8.127200353256807,1.0517151821629163,4.55948994352645e-6,8.567755102040817,1.0542074428628385,0.01266886130161695,1,4,1918,300,7190
2010,232,1,2010-08-20T05:00:00Z,22.573333333333334,1e-5,5.5,6.761127884952712,8.13305440310571,1.0509581734429352,4.5198003253601446e-6,8.566326530612246,1.05327299019924,0.017124414157806706,1,4,1918,301,7191
2010,232,2,2010-08-20T06:00:00Z,22.49761904761905,1e-5,4.7,6.765060913317909,8.146062348865945,1.0480523760278546,4.518066157012468e-6,8.564897959183673,1.0514157137989542,0.0152081215576873,1,4,1918,301,7192
2010,232,3,2010-08-20T07:00:00Z,22.423333333333336,1e-5,4.4,6.776413962492853,8.158097944704195,1.047731966193,4.513066169100984e-6,8.569183673469388,1.050389898668972,0.014454862556178286,1,4,1918,301,7193
2010,232,4,2010-08-20T08:00:00Z,22.336190476190477,1e-5,4.9,6.7852384098207175,8.165533469378905,1.0467779027608526,4.509185792963388e-6,8.573469387755102,1.0499582690960698,0.015570198576299094,1,4,1918,301,7194
2010,232,5,2010-08-20T09:00:00Z,22.243333333333336,1e-5,7.2,6.7898313975823665,8.172323424638554,1.0471318320809706,4.5071681882027475e-6,8.582040816326531,1.050134749984653,0.020864826778356292,1,4,1918,301,7195
2010,232,6,2010-08-20T10:00:00Z,22.20047619047619,0.4642857142857143,3.9,6.791485410425616,8.183794349410947,1.0419983244830429,0.20922766249159672,8.572040816326531,1.0474408874831427,0.013186756978013895,1,4,1918,301,7196
