year,yday,hour,datetime,do,wtemp,par,wspeed,z,do_eq,o2_sat,par_int,k,series,unique_series,series_length,unique_day,index
2010,154,7,2010-06-03T10:00:00Z,9.962,21.884,7.8,7.024403439323107,1.5679486342108084,8.42568950363784,1.182336471774666,2.853187097759604,0.09943048838131155,1,1,1702,1,7
2010,154,8,2010-06-03T11:00:00Z,10.204,22.336,16.8,14.808201845059523,1.5408334949836633,8.382364702746868,1.2173175901850453,6.228964851951379,0.19531881679395044,1,1,1702,1,8
2010,154,9,2010-06-03T12:00:00Z,9.792,24.12,165.8,10.0461625765094,1.492178921001746,8.074506853232355,1.2127056398596163,63.00217166902837,0.1490733845734783,1,1,1702,1,9
2010,154,10,2010-06-03T13:00:00Z,9.84,24.294,475.2,10.17272840424495,1.4629456159600516,8.04826439681321,1.2226238496707744,183.28883773578937,0.15434128337680356,1,1,1702,1,10
2010,154,11,2010-06-03T14:00:00Z,9.936,24.322000000000003,1244,4.967708738620396,1.4142623551932962,8.044055490413278,1.2351978441523057,492.0650936937368,0.08872185800517657,1,1,1702,1,11
2010,154,12,2010-06-03T15:00:00Z,10.112,24.322000000000003,1710.2,8.274240988211679,1.381369251589661,8.072885313314542,1.2525880905705875,688.2409256522609,0.13703580906834792,1,1,1702,1,12
2010,154,13,2010-06-03T16:00:00Z,11.004,24.36,1912,10.188549132711893,1.3669820368094516,8.067161079575596,1.3640486276962882,775.324065103134,0.1656547569982895,1,1,1702,1,13
2010,154,14,2010-06-03T17:00:00Z,11.892,24.97,1715.4,10.283473503513559,1.3260491947853308,7.976239560344946,1.4909281385081306,710.9497790012284,0.17461556423463542,1,1,1702,1,14
2010,154,15,2010-06-03T18:00:00Z,12.104,25.28,951.2,6.059339002839527,1.3161959280525133,7.902344106576406,1.5316974098770182,396.31970594046504,0.11385142617050759,1,1,1702,1,15
2010,154,16,2010-06-03T19:00:00Z,12.524000000000001,25.456,1461.2,4.334879599942639,1.3401163807018,7.876784083287701,1.5899889939312126,601.0515888255254,0.08677534141858616,1,1,1702,1,16
2010,154,17,2010-06-03T20:00:00Z,13.054,25.492,892.4,4.255775957607918,1.3658471361308036,7.8715736698438645,1.6583723341128218,362.0895941897232,0.08406295943347458,1,1,1702,1,17
2010,154,18,2010-06-03T21:00:00Z,13.225999999999999,25.604,448.4,9.698106550236632,1.419899726931707,7.883627750470852,1.6776540469214913,176.84461374534882,0.1572920516716544,1,1,1702,1,18
2010,154,19,2010-06-03T22:00:00Z,13.172,25.954,263.4,6.265008472909798,1.4539611674391306,7.805236077180817,1.6875850864407949,102.06618323775974,0.10752060065159949,1,1,1702,1,19
2010,154,20,2010-06-03T23:00:00Z,13.1,26.094,105.6,5.394868407227881,1.4982979016495408,7.785325493533874,1.6826528333183044,40.00225619270079,0.09299690863526086,1,1,1702,1,20
2010,154,21,2010-06-04T00:00:00Z,12.767999999999999,25.63,21.8,3.638767547397105,1.5304607532753454,7.879869922739792,1.6203313157688048,8.124985928306083,0.06723972958986486,1,1,1702,1,21
2010,154,22,2010-06-04T01:00:00Z,12.336,24.652,2.2,1.7402801313638327,1.529398795881999,8.023412048458557,1.5375004954868259,0.8203903843567848,0.04163085284990497,1,1,1702,1,22
2010,154,23,2010-06-04T02:00:00Z,12.03,23.91,1.4,2.6262409255126933,1.516380684255192,8.135410476526719,1.4787207154095576,0.5255008199960316,0.05243489273316134,1,1,1702,1,23
2010,154,24,2010-06-04T03:00:00Z,11.444,23.068,1.4,2.3572885415746465,1.513611222733964,8.2658873345601,1.3844853597449907,0.5262361934368358,0.048168315028424835,1,1,1702,1,24
2010,155,1,2010-06-04T04:00:00Z,10.936,22.548,0.8,3.1483249649218434,1.517364107538104,8.34833227741854,1.309962233963885,0.2953766166552138,0.057108702041677596,1,1,1702,2,25
2010,155,2,2010-06-04T05:00:00Z,11,22.462,1,2.7686274817151886,1.526021766978737,8.362108223268946,1.315457741791799,0.36759683521487196,0.05207210439208759,1,1,1702,2,26
2010,155,3,2010-06-04T06:00:00Z,11.022,22.562,1.8,3.0850420510540673,1.5425498758219043,8.346093498407436,1.3206178437976004,0.65615243805400425,0.05543539396064489,1,1,1702,2,27
2010,155,4,2010-06-04T07:00:00Z,10.624,22.46,2.2,1.8826666875663283,1.5672563924541116,8.362429074798843,1.2704442578791688,0.7920476778679135,0.04025790034844131,1,1,1702,2,28
2010,155,5,2010-06-04T08:00:00Z,9.766,22.387999999999998,1.8,3.0692213225871234,1.5989184768955018,8.373994323109606,1.1662295940479555,0.6378818723366846,0.05307691171932705,1,1,1702,2,29
2010,155,6,2010-06-04T09:00:00Z,9.402,22.298,12,2.7053445678474124,1.6287453230235835,8.38849093376199,1.1208213818481747,4.190355481701066,0.04788216954194662,1,1,1702,2,30
2010,155,7,2010-06-04T10:00:00Z,7.834,22.272,93.4,2.2623641707729827,1.6717194749215147,8.392687155844246,0.9334316714694644,31.938004919076022,0.041749576594821695,1,1,1702,2,31
2010,155,8,2010-06-04T11:00:00Z,5.9479999999999995,22.376,376,2.499675097777142,1.673619182028784,8.375924629580904,0.7101305543024702,128.45442067406563,0.044419963559997666,1,1,1702,2,32
2010,155,9,2010-06-04T12:00:00Z,5.362,22.46,787.6,4.081747944471536,1.6716856348013693,8.362429074798843,0.6412012528942115,269.3231819727812,0.0620418784234487,1,1,1702,2,33
2010,155,10,2010-06-04T13:00:00Z,4.43,22.4,1125.2,4.398162513810414,1.6328455661648171,8.372064807501596,0.5291406722067655,392.1251539939459,0.06700095783325567,1,1,1702,2,34
2010,155,11,2010-06-04T14:00:00Z,4.867999999999999,22.448,1421.2,5.901131718170087,1.6135234823904439,8.364354643636883,0.5819934959002835,500.014041249014,0.08508193539573428,1,1,1702,2,35
2010,155,12,2010-06-04T15:00:00Z,5.684,22.534,1766.2,10.251832046579668,1.5851690585024383,8.350572123779255,0.6806719247192811,630.1997508623866,0.13756846831976652,1,1,1702,2,36
2010,155,13,2010-06-04T16:00:00Z,5.7540000000000004,22.496,1934.6,8.6064762860175,1.5425728559286287,8.356657093359606,0.6885528430468042,705.2098647096723,0.12152004466211488,1,1,1702,2,37
2010,155,14,2010-06-04T17:00:00Z,6.008,22.46,1296.6,10.37839787431522,1.5138496822746512,8.362429074798843,0.7184515343879938,479.59075594217023,0.1453396147710386,1,1,1702,2,38
2010,155,15,2010-06-04T18:00:00Z,6.222,22.448,1630.6,8.543193372149725,1.476838531617125,8.364354643636883,0.7438708980056624,614.7060525291215,0.12599227221537665,1,1,1702,2,39
2010,155,16,2010-06-04T19:00:00Z,7.388,22.472,1603.6,10.01452111957551,1.4198850309652156,8.330748170035381,0.8868351136304511,622.7560058868859,0.15026719891597468,1,1,1702,2,40
2010,155,17,2010-06-04T20:00:00Z,7.402,22.46,1026,8.305882445145565,1.3679867403871098,8.332666721018594,0.8883110590909571,409.58004123789306,0.132852245208803,1,1,1702,2,41
2010,155,18,2010-06-04T21:00:00Z,8.296,22.496,946.6,9.350050523963866,1.291553419783189,8.326913420792796,0.9962875294565207,393.8793087571892,0.15578153435160444,1,1,1702,2,42
2010,155,19,2010-06-04T22:00:00Z,10.448,22.598,533.2,6.502319399913958,1.21014411446029,8.31065064792209,1.257181951525337,232.15018494513444,0.12305580754441639,1,1,1702,2,43
2010,155,20,2010-06-04T23:00:00Z,11.815999999999999,22.8,186,4.46144542767819,1.1238232101484247,8.278609824748019,1.4272927762191825,85.08328115528471,0.09932936906654595,1,1,1702,2,44
2010,155,21,2010-06-05T00:00:00Z,11.266,22.926000000000002,19.2,2.0725154291696555,1.0401111158232748,8.258734732703246,1.3641314759013232,9.226204505334684,0.06474709562397915,1,1,1702,2,45
2010,155,22,2010-06-05T01:00:00Z,10.13,23.144000000000002,0.4,1.5187899328266177,0.9567835134147832,8.253958612674856,1.2272898951109688,0.2021439093556934,0.05988534308896289,1,1,1702,2,46
2010,155,23,2010-06-05T02:00:00Z,9.112,23.208,0.6,1.8193837736985525,0.9281669221224499,8.243937014536579,1.1052971394532443,0.30860489253277196,0.06791462048238944,1,1,1702,2,47
2010,155,24,2010-06-05T03:00:00Z,8.996,23.196,0.8,1.0916302642191316,0.8471803392569653,8.245814421468088,1.0909777421838156,0.4328924061970587,0.05823837379502668,1,1,1702,2,48
2010,156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,156,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,157,1,2010-06-06T04:00:00Z,0.12333333333333334,21.784,1.8,5.299944036426218,1.3423432444156325,8.411909554085184,0.014661752190789709,0.7073310268809796,0.09251441741297878,1,1,1702,3,49
2010,157,2,2010-06-06T05:00:00Z,0.082,21.838,0.6,9.903776020306903,1.5313682658976073,8.403108719228157,0.00975829335783387,0.21311159751800718,0.13590980554482976,1,1,1702,3,50
2010,157,3,2010-06-06T06:00:00Z,0.14,21.796,1e-5,10.599888072852435,1.7107158696458329,8.40995239620308,0.01664694321732512,3.2460566657821964e-6,0.12893578235794373,1,1,1702,3,51
2010,157,4,2010-06-06T07:00:00Z,0.886,21.874,0.4,8.590655557550557,1.8620544637544376,8.3972505914504,0.1055107252488183,0.1208452000309184,0.0990259102036994,1,1,1702,3,52
2010,157,5,2010-06-06T08:00:00Z,1.12,21.986,1,12.640762045088204,2.012272047088555,8.379071671885285,0.13366635873971477,0.28232351144642154,0.1286383845640834,1,1,1702,3,53
2010,157,6,2010-06-06T09:00:00Z,3.306,22.336,2,11.913008535608784,2.162097090267748,8.32271089690141,0.39722634138725654,0.5294928453631376,0.1145340787736924,1,1,1702,3,54
2010,157,7,2010-06-06T10:00:00Z,4.59,22.914,33.4,10.093624761910231,2.2962915003667472,8.231095267646364,0.5576414621322303,8.369694467288795,0.09454202945141443,1,1,1702,3,55
2010,157,8,2010-06-06T11:00:00Z,5.392,23.672,332.2,19.85501422601464,2.424843139453499,8.11362460181137,0.6645611874619186,79.14941823490402,0.1676725205463695,1,1,1702,3,56
2010,157,9,2010-06-06T12:00:00Z,6.472,23.97,816.2,22.75020753546538,2.5637956534985373,8.09725086565254,0.7992836219825376,184.56055557177052,0.18131651800987422,1,1,1702,3,57
2010,157,10,2010-06-06T13:00:00Z,6.4639999999999995,23.982,702.8,22.370510052258723,2.711106511114136,8.095427191753949,0.7984754660735223,150.71224637545058,0.1688309543290303,1,1,1702,3,58
2010,157,11,2010-06-06T14:00:00Z,6.468,23.886,1305.6,23.55706468727952,2.860478377303141,8.110036890033907,0.7975302810210717,265.9544426876946,0.1675798647148561,1,1,1702,3,59
2010,157,12,2010-06-06T15:00:00Z,6.632,23.886,1093.4,21.31052124497348,2.985457170261477,8.139079038738716,0.8148342052502954,213.7206042055392,0.14618780561334377,1,1,1702,3,60
2010,157,13,2010-06-06T16:00:00Z,6.828,23.874000000000002,1540.8,18.33622429318802,3.0967069814798758,8.140914415103065,0.8387264196430637,290.6639536712481,0.12255125717464355,1,1,1702,3,61
2010,157,14,2010-06-06T17:00:00Z,7.164,23.898,2085.4,19.98158005375019,3.1460393652417697,8.137244392702161,0.8803963177540778,387.3918214898464,0.13069234057726659,1,1,1702,3,62
2010,157,15,2010-06-06T18:00:00Z,7.484,23.934,1233.4,18.494431577857462,3.250044400490803,8.131744831893846,0.9203436845001212,221.95935101009275,0.11786488643411767,1,1,1702,3,63
2010,157,16,2010-06-06T19:00:00Z,7.8180000000000005,23.958,1536.8,19.61770329901048,3.3162099426436273,8.12808210111225,0.9618505205465607,271.154902067558,0.12206063709670296,1,1,1702,3,64
2010,157,17,2010-06-06T20:00:00Z,8.192,24.02,964.6,15.725804096142273,3.335017600379712,8.118633506956222,1.0090368031739474,169.25429200261388,0.0991830270947824,1,1,1702,3,65
2010,157,18,2010-06-06T21:00:00Z,8.51,24.058,862.6,11.13779284072853,3.3269094836265563,8.112852004922365,1.0489529446410055,151.7184303160734,0.07305930413501167,1,1,1702,3,66
2010,157,19,2010-06-06T22:00:00Z,8.79,24.112000000000002,590.8,13.827316680109,3.3117732230150634,8.104648665927996,1.0845627444596364,104.37833539083077,0.08908424256374868,1,1,1702,3,67
2010,157,20,2010-06-06T23:00:00Z,8.514,24.072000000000003,187.2,9.856313834906071,3.2938853349226624,8.110723807902849,1.0497213567677166,33.24910351004745,0.06635058556068603,1,1,1702,3,68
2010,157,21,2010-06-07T00:00:00Z,8.34,23.982,8,13.59000575310484,3.2427695875718356,8.153417369163137,1.02288397887523,1.4428169663297208,0.08930183008920192,1,1,1702,3,69
2010,157,22,2010-06-07T01:00:00Z,8.064,23.886,0.8,13.241949726832074,3.1807022091725785,8.168121187443527,0.9872527371896015,0.14703137969609495,0.08874896125868978,1,1,1702,3,70
2010,157,23,2010-06-07T02:00:00Z,7.772,23.85,0.6,4.524728341545965,3.0942431728639574,8.173647202252944,0.9508607121992939,0.1132745703646192,0.03737266007781098,1,1,1702,3,71
2010,157,24,2010-06-07T03:00:00Z,7.406,23.836000000000002,0.4,2.3256470846407584,3.002906916280302,8.175797992524537,0.9058442988405053,0.07774554726084583,0.0245219113820723,1,1,1702,3,72
2010,158,1,2010-06-07T04:00:00Z,7.282,23.78,1.2,2.5629580116449175,2.9280821553384206,8.184411165694877,0.889740245519757,0.23452295875858842,0.026660063997532454,1,1,1702,4,73
2010,158,2,2010-06-07T05:00:00Z,7.226,23.72,0.8,2.7528067532482443,2.833001615274372,8.193657383131992,0.881901654183872,0.16141532049399193,0.028791319847381994,1,1,1702,4,74
2010,158,3,2010-06-07T06:00:00Z,7.018,23.648,1,5.015170924021228,2.7276184102748355,8.204777255590654,0.8553553352369199,0.20925515857710292,0.0456112667144307,1,1,1702,4,75
2010,158,4,2010-06-07T07:00:00Z,6.868,23.586000000000002,1.2,4.287417414541807,2.642776050827404,8.214374114410758,0.8360953499733148,0.2588037608549995,0.04178271884752745,1,1,1702,4,76
2010,158,5,2010-06-07T08:00:00Z,6.768,23.506,0.8,4.129210129872368,2.5803293611900404,8.226786548702147,0.8226784492260487,0.1765036889768656,0.04155233890139891,1,1,1702,4,77
2010,158,6,2010-06-07T09:00:00Z,6.874,23.434,10,5.663820791165929,2.520176620490825,8.23798616156641,0.8344272332077995,2.256108898285409,0.05398273728051101,1,1,1702,4,78
2010,158,7,2010-06-07T10:00:00Z,6.76,23.36,76.8,7.9103642334719675,2.4632373741285667,8.278828190983338,0.8165406799192271,17.703989073158525,0.0723444734794598,1,1,1702,4,79
2010,158,8,2010-06-07T11:00:00Z,6.936,23.28,394.6,8.147675160476126,2.4161962723789645,8.291375079925016,0.8365319302456072,92.62338685364027,0.07546359301209417,1,1,1702,4,80
2010,158,9,2010-06-07T12:00:00Z,7.334,23.28,874.6,11.501669595468242,2.358828068387175,8.291375079925016,0.8845336182844987,209.94862892399925,0.10407976376956628,1,1,1702,4,81
2010,158,10,2010-06-07T13:00:00Z,7.966,23.28,1233,9.302588338563034,2.2802264066506637,8.291375079925016,0.9607574043161055,305.4283717501866,0.08950307438165157,1,1,1702,4,82
2010,158,11,2010-06-07T14:00:00Z,8.524000000000001,23.322000000000003,1511.6,9.603182179434969,2.199381581444637,8.28478376107224,1.028874168092566,387.06732674843175,0.095461882441815707,1,1,1702,4,83
2010,158,12,2010-06-07T15:00:00Z,9.202,23.386,1522.6,8.179316617410015,2.1286593971514356,8.274757700218904,1.1120567312510632,401.6567461449395,0.08615251050767993,1,1,1702,4,84
2010,158,13,2010-06-07T16:00:00Z,10.427999999999999,23.496,2021.8,4.856963639351788,2.075056893007184,8.257575586979993,1.2628403930618801,545.7636601270459,0.05829744473399736,1,1,1702,4,85
2010,158,14,2010-06-07T17:00:00Z,12.267999999999999,23.758,1443,9.57154072250108,2.0548554814905797,8.21690447177128,1.49301966965127,392.95905594884516,0.10293785498676375,1,1,1702,4,86
2010,158,15,2010-06-07T18:00:00Z,13.17,24.158,1974.2,13.321053369166792,2.055079293070457,8.155490697191498,1.6148629786967137,537.5634280213094,0.13897784480184655,1,1,1702,4,87
2010,158,16,2010-06-07T19:00:00Z,13.314,24.5,1564,13.953882507844552,2.05929796029033,8.103621637017826,1.6429691064524603,425.0858427729375,0.14576221306812723,1,1,1702,4,88
2010,158,17,2010-06-07T20:00:00Z,13.656,24.594,1249.6,11.201075754596307,2.067391408700892,8.08946702119848,1.6881211041734145,338.4401136641356,0.11964589545536146,1,1,1702,4,89
2010,158,18,2010-06-07T21:00:00Z,13.884,24.634,647.8,8.68557992835222,2.082912219562852,8.083456980833622,1.7175819742617329,174.27337928338505,0.09538469226190048,1,1,1702,4,90
2010,158,19,2010-06-07T22:00:00Z,13.778,24.54,570.8,5.742924433500648,2.0992605827838924,8.097593067781194,1.7014932566592018,152.4804049793184,0.06724055784202164,1,1,1702,4,91
2010,158,20,2010-06-07T23:00:00Z,13.756,24.526,216.8,5.363226950293994,2.134673466280158,8.099702167983665,1.698334051636421,57.045054036108304,0.0626539081888107,1,1,1702,4,92
2010,158,21,2010-06-08T00:00:00Z,13.562,24.582,20,2.689523839380469,2.1554423249092234,8.091271567831672,1.6761271558253226,5.2163981401029424,0.03804311890940393,1,1,1702,4,93
2010,158,22,2010-06-08T01:00:00Z,13.554,24.567999999999998,0.6,2.45221291237631,2.146279970578556,8.093377768426896,1.674702502195753,0.15709887157774582,0.03604662242197514,1,1,1702,4,94
2010,158,23,2010-06-08T02:00:00Z,13.288,24.471999999999998,1,3.0692213225871234,2.158823199542003,8.1078463426206,1.6389062444546874,0.26044841393017787,0.041292893373340835,1,1,1702,4,95
2010,158,24,2010-06-08T03:00:00Z,12.868,24.272000000000002,0.8,3.2590700641904506,2.200393784903618,8.13813608373947,1.5811974471293382,0.20476555287197098,0.04198731421119081,1,1,1702,4,96
2010,159,1,2010-06-08T04:00:00Z,12.482,23.884,1,2.8160896671160205,2.2414534847550307,8.197471146052859,1.5226647069090535,0.2519124380821775,0.037069572640492945,1,1,1702,5,97
2010,159,2,2010-06-08T05:00:00Z,12.086,23.246,0.6,3.0375798656532353,2.2900003463506784,8.296717726714622,1.4567206452118118,0.14819303632144218,0.03756273552078418,1,1,1702,5,98
2010,159,3,2010-06-08T06:00:00Z,11.884,23.028000000000002,0.8,2.104156886103543,2.3580775091949193,8.331119212764937,1.4264590022660268,0.1922964097797059,0.028879338510647664,1,1,1702,5,99
2010,159,4,2010-06-08T07:00:00Z,11.608,23.002000000000002,1,2.6262409255126933,2.434343734096609,8.335239049763384,1.3926415224203463,0.23333077631242677,0.03197023447365389,1,1,1702,5,100
2010,159,5,2010-06-08T08:00:00Z,11.036,23.056,0.4,2.5313165547110295,2.4953858893744787,8.356142957263035,1.3207050258047193,0.09118528259812742,0.03051544369785058,1,1,1702,5,101
2010,159,6,2010-06-08T09:00:00Z,10.91,23.244,11.2,3.0059384087193477,2.555910268395766,8.326393618029398,1.310291165718642,2.4960470195763507,0.03342025002300646,1,1,1702,5,102
2010,159,7,2010-06-08T10:00:00Z,10.684,23.256,96,3.132504236454899,2.615337734660487,8.32450111235711,1.2834402753746272,20.9331447935486,0.03358108229383234,1,1,1702,5,103
2010,159,8,2010-06-08T11:00:00Z,10.844,23.17,325.6,2.9110140379176843,2.6592567017872533,8.338080975198286,1.3005390607569771,69.88111118349411,0.031394694677471,1,1,1702,5,104
