datetime,year,yday,hour,do,wtemp,par,wspeed,z,do_eq,o2_sat,par_int
2010-07-19T20:00:00Z,2010,200,21,8.011249999999999,23.237010582010583,0,3.2,6.731678055449892,8.032432079827544,0.9973629307267047,0
2010-07-19T21:00:00Z,2010,200,22,7.96125,23.192724867724866,0,2.9,6.73345062584929,8.04070431623178,0.9901184879947164,0
2010-07-19T22:00:00Z,2010,200,23,7.88125,23.168439153439152,0,1.5,6.731418559435372,8.048471887817179,0.979223150661643,0
2010-07-19T23:00:00Z,2010,200,24,7.72125,23.15415343915344,0,0.9,6.703870794087913,8.050660453334139,0.9590828037968345,0
2010-07-20T00:00:00Z,2010,201,1,7.57125,23.122724867724866,0,0.6,6.684620805476255,8.053085028751001,0.9401676466806496,0
2010-07-20T01:00:00Z,2010,201,2,7.54125,23.08415343915344,0,0.3,6.683112124911259,8.058772218174164,0.935781505648336,0
2010-07-20T02:00:00Z,2010,201,3,7.65125,23.049867724867724,0,1.2,6.67732246121047,8.062802724950453,0.9489566173215552,0
2010-07-20T03:00:00Z,2010,201,4,7.58125,23.00558201058201,0,0.7,6.671123044607934,8.062998785591876,0.9402519089482273,0
2010-07-20T04:00:00Z,2010,201,5,7.63125,22.952724867724868,0.2,1.2,6.666326560528485,8.067690027246575,0.9459027273268296,0.09294346953197036
2010-07-20T05:00:00Z,2010,201,6,7.74125,22.91701058201058,62.9,1.3,6.661465012975871,8.078774538491382,0.9582208245962003,29.24441525487185
2010-07-20T06:00:00Z,2010,201,7,8.421249999999999,22.909867724867723,357.7,1.9,6.654021700184569,8.08631013690085,1.0414206056196995,166.4266130808369
2010-07-20T07:00:00Z,2010,201,8,8.161249999999999,22.875582010582008,250.7,2.7,6.652967212027574,8.092268387357407,1.008524385171204,116.65471964692851
2010-07-20T08:00:00Z,2010,201,9,8.521249999999998,22.872724867724866,369.5,2.3,6.656226951390934,8.09526970226633,1.0526208901495169,171.88024509032107
2010-07-20T09:00:00Z,2010,201,10,8.88125,22.911296296296296,461.2,1.2,6.6579168789867005,8.088065891529201,1.0980684528425413,214.50137777287972
2010-07-20T10:00:00Z,2010,201,11,8.88125,22.934153439153437,420.7,2.1,6.660506426519389,8.088758423250855,1.0979744399920703,195.61624725114254
2010-07-20T11:00:00Z,2010,201,12,8.501249999999999,22.94415343915344,379.9,2.1,6.6592567398038724,8.090661297030055,1.0507484725779666,176.6664181442499
2010-07-20T12:00:00Z,2010,201,13,8.691249999999998,23.01558201058201,722.7,0.3,6.654681664085461,8.077282401113138,1.0760116544646563,336.22829777846897
2010-07-20T13:00:00Z,2010,201,14,8.681249999999999,23.10415343915344,789.5,1.8,6.634761201897346,8.061959407234419,1.0768163868711442,368.01260294251085
2010-07-20T14:00:00Z,2010,201,15,8.45125,23.158439153439154,605.8,3.4,6.617937554903158,8.048267288053701,1.0500707416296249,282.8428241915171
2010-07-20T15:00:00Z,2010,201,16,8.40125,23.209867724867724,1218.8,1.5,6.612992248936972,8.037195993380015,1.0452961464321442,569.3191560397029
2010-07-20T16:00:00Z,2010,201,17,8.44125,23.27558201058201,898.5,0.9,6.6111524397196915,8.028624989725456,1.0513942313662172,419.77698768472817
2010-07-20T17:00:00Z,2010,201,18,8.331249999999999,23.32558201058201,742.1,0.3,6.600187808392919,8.019156660673334,1.0389184739159916,347.0748818624541
2010-07-20T18:00:00Z,2010,201,19,8.29125,23.37415343915344,384.3,2.7,6.603485544136665,8.011958980731423,1.0348592672454096,179.67708628720666
2010-07-20T19:00:00Z,2010,201,20,8.15125,23.30701058201058,101.7,2,6.607705357480237,8.021523500684575,1.0161723018456972,47.52981785503674
