lake,year,yday,date,o2_pp_mmolcm3d,o2_pp_025_ci,o2_pp_975_ci,c14_pp_mmolcm3d,avg_o2_pp_mmolcm3d
Sparkling,2008,219,2008-08-06,NA,NA,NA,NA,NA
Sparkling,2008,220,2008-08-07,NA,NA,NA,NA,NA
Sparkling,2008,221,2008-08-08,NA,NA,NA,NA,NA
Sparkling,2008,222,2008-08-09,NA,NA,NA,NA,NA
Sparkling,2008,223,2008-08-10,1.4379843047355287,0.11186806631340022,4.256854342316325,NA,NA
Sparkling,2008,224,2008-08-11,NA,NA,NA,NA,NA
Sparkling,2008,225,2008-08-12,NA,NA,NA,NA,NA
Sparkling,2008,226,2008-08-13,NA,NA,NA,NA,NA
Sparkling,2008,227,2008-08-14,1.723580299181311,0.12718559598463097,5.072005063629079,4.0342207481572645,NA
Sparkling,2008,228,2008-08-15,NA,NA,NA,NA,NA
Sparkling,2008,229,2008-08-16,NA,NA,NA,NA,NA
Sparkling,2008,230,2008-08-17,1.6391774028179242,0.10490821596345423,4.822832003178607,NA,NA
Sparkling,2008,231,2008-08-18,1.6774921792199802,0.0878019055080039,4.988086654825688,NA,NA
Sparkling,2008,232,2008-08-19,NA,NA,NA,NA,NA
Sparkling,2008,233,2008-08-20,NA,NA,NA,NA,NA
Sparkling,2008,234,2008-08-21,NA,NA,NA,NA,NA
Sparkling,2008,235,2008-08-22,NA,NA,NA,NA,NA
Sparkling,2008,236,2008-08-23,1.893938038339753,0.13439949360907882,5.040352402051079,NA,NA
Sparkling,2008,237,2008-08-24,2.367267812606191,0.20193549110916273,5.563013602364052,NA,NA
Sparkling,2008,238,2008-08-25,2.2329875801303727,0.20218080491976398,5.422617333332906,NA,NA
Sparkling,2008,239,2008-08-26,2.2553154803244846,0.2284478031603956,5.328671758957407,NA,NA
Sparkling,2008,240,2008-08-27,2.6051718616553727,0.24905552019274851,5.998786283422842,2.595682160030752,2.2329875801303727
Sparkling,2008,241,2008-08-28,2.2222967879147157,0.22672752174376248,5.006559049578479,NA,NA
Sparkling,2008,242,2008-08-29,2.2101133835700955,0.2316165600154178,5.157919709449636,NA,NA
Sparkling,2008,243,2008-08-30,1.886982122180005,0.17625762874285877,4.897553905043741,NA,NA
Sparkling,2008,244,2008-08-31,2.1597824240512535,0.20676951098538984,5.3677170189861965,NA,NA
Sparkling,2008,245,2008-09-01,2.471692367985308,0.19715522987207318,6.482916984479212,NA,NA
Sparkling,2009,152,2009-06-01,6.963571266429154,2.955482556261415,11.071648384226291,NA,NA
Sparkling,2009,153,2009-06-02,6.152975848534143,2.7365951185809596,9.852439009382019,NA,NA
Sparkling,2009,154,2009-06-03,4.974535954830888,2.000488696412906,8.20363843357647,NA,NA
Sparkling,2009,155,2009-06-04,4.663149855277185,1.7752451585416025,7.688225101872645,NA,NA
Sparkling,2009,156,2009-06-05,5.076859110581067,2.0095526794488774,8.317860672702775,NA,NA
Sparkling,2009,157,2009-06-06,4.855598743693386,1.800977501420416,7.77084969932145,NA,NA
Sparkling,2009,158,2009-06-07,4.587055392549081,1.5987456936333273,7.58059030259148,NA,NA
Sparkling,2009,159,2009-06-08,3.536194094960483,1.0968099343382351,6.5327538058657,NA,NA
Sparkling,2009,160,2009-06-09,5.024814341831851,1.6502471383291522,8.367076905131313,NA,NA
Sparkling,2009,161,2009-06-10,4.449974662170867,1.4454756539577889,7.684094116760574,NA,NA
Sparkling,2009,162,2009-06-11,4.5630935792922065,1.4064327705882427,7.830077845256859,NA,NA
Sparkling,2009,163,2009-06-12,4.116438511268217,1.0663416037243354,7.183332354548911,3.181149143554583,NA
Sparkling,2009,164,2009-06-13,4.262044313321075,1.1657144901194305,7.348560159533683,NA,NA
Sparkling,2009,165,2009-06-14,4.899831649204173,1.5891895143043566,8.459733352713561,NA,NA
Sparkling,2009,166,2009-06-15,NA,NA,NA,NA,NA
Sparkling,2009,167,2009-06-16,5.464509163033356,1.9765138645519165,8.891675870321134,NA,NA
Sparkling,2009,168,2009-06-17,4.999012538532734,1.7976226805093234,8.303785026167114,NA,NA
Sparkling,2009,169,2009-06-18,6.092425059914499,2.7878127800003685,9.374568216551687,NA,NA
Sparkling,2009,170,2009-06-19,6.39139774319838,2.9430008271288663,9.821472177933973,NA,NA
Sparkling,2009,171,2009-06-20,6.44116131923586,3.182889188264897,9.934704128851758,NA,NA
Sparkling,2009,172,2009-06-21,6.960102923306991,3.7874103168989754,10.167481929212544,NA,NA
Sparkling,2009,173,2009-06-22,7.587131443581899,4.547615622079773,10.726776780398898,NA,NA
Sparkling,2009,174,2009-06-23,NA,NA,NA,NA,NA
Sparkling,2009,175,2009-06-24,9.504601025177555,5.915847670224766,13.28099133083622,NA,NA
Sparkling,2009,176,2009-06-25,8.901485688684236,5.854902634812933,12.128993107568212,2.7041157952496078,NA
Sparkling,2009,177,2009-06-26,9.015735278847238,5.713475553835243,12.696269202486212,NA,NA
Sparkling,2009,178,2009-06-27,10.943721931680143,7.549068155540068,14.543468371585087,NA,NA
Sparkling,2009,179,2009-06-28,11.188011082038797,8.182896724071972,14.263289800202902,NA,NA
Sparkling,2009,180,2009-06-29,9.359801931879462,6.329551685154076,12.887627783765348,NA,NA
Sparkling,2009,181,2009-06-30,9.973906961944078,6.846471499159554,13.236016228694973,NA,NA
Sparkling,2009,182,2009-07-01,9.163801551867682,5.930469519906525,12.503823654111653,NA,NA
Sparkling,2009,183,2009-07-02,7.439354568978186,4.356099310199992,10.7057220958003,NA,NA
Sparkling,2009,184,2009-07-03,8.496363119636765,5.0216590590852785,12.099539802755325,NA,NA
Sparkling,2009,185,2009-07-04,8.60533933541742,5.040937812097666,12.310756512287155,NA,NA
Sparkling,2009,186,2009-07-05,8.718167565779243,5.164789156172882,12.274287666800001,NA,NA
Sparkling,2009,187,2009-07-06,8.25733683197845,4.738516633906017,11.791911703546553,NA,NA
Sparkling,2009,188,2009-07-07,7.083471048383672,3.691639856084585,10.52628496176696,NA,NA
Sparkling,2009,189,2009-07-08,5.5986620251354955,2.218044938999324,8.837754049126566,NA,NA
Sparkling,2009,190,2009-07-09,NA,NA,NA,NA,NA
Sparkling,2009,191,2009-07-10,5.437682297221736,2.71868184850873,8.15837462866615,NA,NA
Sparkling,2009,192,2009-07-11,7.804859837402924,4.618218654641462,11.053423095475942,NA,NA
Sparkling,2009,193,2009-07-12,8.27378975980495,5.081997794335242,11.588914327138706,NA,NA
Sparkling,2009,194,2009-07-13,8.537599025840866,5.112364203045578,11.94407143883964,NA,NA
Sparkling,2009,195,2009-07-14,7.172436859218091,4.3231544074394765,10.306275738850596,NA,NA
Sparkling,2009,196,2009-07-15,8.187927814631374,4.977862565916843,11.474238151002575,NA,NA
Sparkling,2009,197,2009-07-16,7.047930676265312,3.989330818335211,10.221683358075882,NA,NA
Sparkling,2009,198,2009-07-17,6.044331286489499,3.1346295953514223,9.100849079382877,NA,NA
Sparkling,2009,199,2009-07-18,5.091783898417401,2.37699813345169,8.132832390775437,NA,NA
Sparkling,2009,200,2009-07-19,6.244058862690056,2.917700053762571,9.7566443266436,NA,NA
Sparkling,2009,201,2009-07-20,6.342457968644873,2.9713266493370485,9.766875400114717,NA,NA
Sparkling,2009,202,2009-07-21,6.159093675451592,2.891599829479681,9.429602672462028,NA,NA
Sparkling,2009,203,2009-07-22,6.295559943032452,3.1512785212359873,9.462842292519529,NA,NA
Sparkling,2009,204,2009-07-23,5.635781290466687,2.6323078732002045,8.809173138790488,3.3980143507569296,6.342457968644873
Sparkling,2009,205,2009-07-24,6.4978025029868816,3.3796705438837966,9.586059300673288,NA,NA
Sparkling,2009,206,2009-07-25,6.484854529825705,3.3363101413237244,9.670316314428984,NA,NA
Sparkling,2009,207,2009-07-26,6.46195352985837,3.3884426090619906,9.65687819876752,NA,NA
Sparkling,2009,208,2009-07-27,5.663231554175319,2.604367146932728,8.806363575854814,NA,NA
Sparkling,2009,209,2009-07-28,6.429412646592648,2.9486411583572574,9.964000642606416,NA,NA
Sparkling,2009,210,2009-07-29,5.093712612015035,1.9138788823957884,8.3730012654257,NA,NA
Sparkling,2009,211,2009-07-30,4.12286310866228,1.4394556916194945,7.126499093460545,NA,NA
Sparkling,2009,212,2009-07-31,4.65155331146453,1.6940796967538625,7.631925296255908,NA,NA
Sparkling,2009,213,2009-08-01,5.833073622754084,2.706808166662179,9.108109788899231,NA,NA
Sparkling,2009,214,2009-08-02,5.176805251551568,2.447457805651526,7.982402432630752,NA,NA
Sparkling,2009,215,2009-08-03,5.767640678964058,2.7730732748512064,8.900853945060945,NA,NA
Sparkling,2009,216,2009-08-04,5.979289661401916,3.0002935094886016,9.141028223560948,NA,NA
Sparkling,2009,217,2009-08-05,6.2408392870708305,3.063083997343985,9.511164381675645,NA,NA
Sparkling,2009,218,2009-08-06,6.500565174536329,3.3265688811515814,9.643576066626556,3.451531459787711,5.767640678964058
Sparkling,2009,219,2009-08-07,5.74663538369379,2.530377505455021,9.19192420617674,NA,NA
Sparkling,2009,220,2009-08-08,4.094778406856264,1.421114219984639,6.754357811306015,NA,NA
Sparkling,2009,221,2009-08-09,4.74849792352906,1.5727666831351403,8.066010808627153,NA,NA
Sparkling,2009,222,2009-08-10,4.392922707615239,1.214264402566237,7.602412399774556,NA,NA
Sparkling,2009,223,2009-08-11,3.9809045119616995,0.8812267947235762,7.067020150538207,NA,NA
Sparkling,2009,224,2009-08-12,4.061270633113876,1.0628393257148585,7.108023825786111,NA,NA
Sparkling,2009,225,2009-08-13,4.896724127681102,1.872371544912221,7.921123068009729,NA,NA
Sparkling,2009,226,2009-08-14,5.272541745505268,2.393536449015323,8.159786648787051,NA,NA
Sparkling,2009,227,2009-08-15,6.125083214877941,3.1597982034726106,9.041912706764773,NA,NA
Sparkling,2009,228,2009-08-16,6.395729332244217,3.458222048631363,9.449064238798034,NA,NA
Sparkling,2009,229,2009-08-17,6.24567681173289,3.1027404024902623,9.42470726384194,NA,NA
Sparkling,2009,230,2009-08-18,6.204783457544272,2.9961237352495553,9.284351570605239,NA,NA
Sparkling,2009,231,2009-08-19,6.145841062614361,3.097157811291999,9.133708972822575,NA,NA
Sparkling,2009,232,2009-08-20,4.662626486782069,2.245680533401853,7.427878032153039,3.14037943114916,6.145841062614361
Sparkling,2009,233,2009-08-21,6.314596199629693,3.255184869605718,9.740659453325417,NA,NA
Sparkling,2009,234,2009-08-22,5.719637628765881,2.917252040882121,8.694377218516925,NA,NA
Sparkling,2009,235,2009-08-23,5.538391203618099,2.3896059870065955,8.786740375443223,NA,NA
Sparkling,2009,236,2009-08-24,5.897275745318888,2.1914210306728235,9.621334094513752,NA,NA
Sparkling,2009,237,2009-08-25,NA,NA,NA,NA,NA
Sparkling,2009,238,2009-08-26,NA,NA,NA,NA,NA
Sparkling,2009,239,2009-08-27,NA,NA,NA,NA,NA
Sparkling,2009,240,2009-08-28,NA,NA,NA,NA,NA
Sparkling,2009,241,2009-08-29,NA,NA,NA,NA,NA
Sparkling,2009,242,2009-08-30,NA,NA,NA,NA,NA
Sparkling,2009,243,2009-08-31,NA,NA,NA,NA,NA
Sparkling,2009,244,2009-09-01,NA,NA,NA,NA,NA
Sparkling,2009,245,2009-09-02,NA,NA,NA,NA,NA
Sparkling,2010,152,2010-06-01,1.899933569638744,0.23259723047275696,4.381473933987314,NA,NA
Sparkling,2010,153,2010-06-02,1.835675009063405,0.13343236792218155,4.82078736993792,NA,NA
Sparkling,2010,154,2010-06-03,0.5577034189191143,0.029525640370381682,1.8945849458062667,NA,NA
Sparkling,2010,155,2010-06-04,1.383984146528345,0.06408202888681815,4.526793395229106,NA,NA
Sparkling,2010,156,2010-06-05,0.7895942642799193,0.03717172404632864,2.8356341573606256,NA,NA
Sparkling,2010,157,2010-06-06,1.6868761707441926,0.06625403140610588,5.22473706695133,NA,NA
Sparkling,2010,158,2010-06-07,1.1416900991627585,0.08303951371311975,3.2289268601541847,NA,NA
Sparkling,2010,159,2010-06-08,NA,NA,NA,NA,NA
Sparkling,2010,160,2010-06-09,2.3690718290386075,0.18962033723535177,5.7712405229038,NA,NA
Sparkling,2010,161,2010-06-10,1.8306015447457056,0.14204022427494983,4.494793391627106,NA,NA
Sparkling,2010,162,2010-06-11,2.2589518277861673,0.25522492875216685,5.018884465992114,NA,NA
Sparkling,2010,163,2010-06-12,3.3505079273873277,0.5217217250892351,6.628374582237721,NA,NA
Sparkling,2010,164,2010-06-13,3.189678718105349,0.49437401577986206,6.656357886179866,NA,NA
Sparkling,2010,165,2010-06-14,3.0143680487559497,0.29944432862661247,6.438195705047834,NA,NA
Sparkling,2010,166,2010-06-15,2.4569241147241265,0.31159289405484675,5.202344948848354,NA,NA
Sparkling,2010,167,2010-06-16,3.3807427170087223,0.470302496496019,7.003467916570924,NA,NA
Sparkling,2010,168,2010-06-17,2.3685601548494106,0.27493398266852465,5.795664186962328,NA,NA
Sparkling,2010,169,2010-06-18,1.784011198836723,0.12039023415690926,5.515227335491813,NA,NA
Sparkling,2010,170,2010-06-19,1.7237675470699387,0.11147393562758867,4.747867419490526,NA,NA
Sparkling,2010,171,2010-06-20,1.4305977788520479,0.08650792475120905,3.894042740746472,NA,NA
Sparkling,2010,172,2010-06-21,2.791530308779481,0.42086518508817444,5.7398128859352395,NA,NA
Sparkling,2010,173,2010-06-22,2.497197512120694,0.20736867468871453,5.799538959856805,3.307952267334146,2.2763291880353433
Sparkling,2010,174,2010-06-23,1.9013922051776604,0.13130342679237292,4.941275643303252,NA,NA
Sparkling,2010,175,2010-06-24,2.2763291880353433,0.2258450984321086,5.408903639913669,NA,NA
Sparkling,2010,176,2010-06-25,3.7376334777602764,0.6078419069973791,7.3591669622831954,NA,NA
Sparkling,2010,177,2010-06-26,2.724758540046846,0.2977650820038457,5.870344984297654,NA,NA
Sparkling,2010,178,2010-06-27,3.5032193284563746,0.48501963596853975,7.121852523907374,NA,NA
Sparkling,2010,179,2010-06-28,3.70804360056189,0.7251396899560614,7.024901836428704,NA,NA
Sparkling,2010,180,2010-06-29,3.1265971475344765,0.49449304100256086,6.521399897155012,NA,NA
Sparkling,2010,181,2010-06-30,2.3622542872067145,0.2499182536286179,5.687431031114881,NA,NA
Sparkling,2010,182,2010-07-01,2.4415506515203234,0.307332963800387,5.378728968605065,NA,NA
Sparkling,2010,183,2010-07-02,2.2566600163015145,0.3736015734032,5.559835040953475,NA,NA
Sparkling,2010,184,2010-07-03,2.571312994946127,0.39526574876011256,5.976090566664547,NA,NA
Sparkling,2010,185,2010-07-04,3.8197953839312087,0.5281452364749779,7.8881611140894234,NA,NA
Sparkling,2010,186,2010-07-05,3.3132395174485145,0.5026615974054368,6.853115348333771,NA,NA
Sparkling,2010,187,2010-07-06,3.0894386085271566,0.4191647555501962,6.1595726378043425,NA,NA
Sparkling,2010,188,2010-07-07,2.0775381634399115,0.2713222847432374,3.863195333717787,5.212924006103598,NA
Sparkling,2010,189,2010-07-08,2.3269750144199874,0.36749732195532214,4.896588860746103,NA,NA
Sparkling,2010,190,2010-07-09,NA,NA,NA,NA,NA
Sparkling,2010,191,2010-07-10,NA,NA,NA,NA,NA
Sparkling,2010,192,2010-07-11,NA,NA,NA,NA,NA
Sparkling,2010,193,2010-07-12,NA,NA,NA,NA,NA
Sparkling,2010,194,2010-07-13,NA,NA,NA,NA,NA
Sparkling,2010,195,2010-07-14,NA,NA,NA,NA,NA
Sparkling,2010,196,2010-07-15,NA,NA,NA,NA,NA
Sparkling,2010,197,2010-07-16,NA,NA,NA,NA,NA
Sparkling,2010,198,2010-07-17,NA,NA,NA,NA,NA
Sparkling,2010,199,2010-07-18,NA,NA,NA,NA,NA
Sparkling,2010,200,2010-07-19,NA,NA,NA,NA,NA
Sparkling,2010,201,2010-07-20,NA,NA,NA,NA,NA
Sparkling,2010,202,2010-07-21,3.2949934183658014,0.9304896544052589,6.259711834348635,5.150132093251945,NA
Sparkling,2010,203,2010-07-22,5.434371968475636,2.199405422503614,8.767716574674441,NA,NA
Sparkling,2010,204,2010-07-23,4.7565316044284005,1.942836830783035,7.719234355410433,NA,NA
Sparkling,2010,205,2010-07-24,5.590904143018053,2.3162258442990886,8.920937359206327,NA,NA
Sparkling,2010,206,2010-07-25,3.909365779038299,1.2771020410721396,6.897135407860555,NA,NA
Sparkling,2010,207,2010-07-26,3.9969477699149083,1.0949555708299383,7.2929634947801905,NA,NA
Sparkling,2010,208,2010-07-27,4.465072037641943,1.1299013356449814,7.868538633718302,NA,NA
Sparkling,2010,209,2010-07-28,3.7005093583205424,0.9256736136472263,6.722886072840214,NA,NA
Sparkling,2010,210,2010-07-29,4.027117167247633,0.7966741391955463,7.689777073576811,NA,NA
Sparkling,2010,211,2010-07-30,3.721310363291157,0.7182025591068215,7.037859464168219,NA,NA
Sparkling,2010,212,2010-07-31,4.997652305237012,1.555910666748917,8.52321655303729,NA,NA
Sparkling,2010,213,2010-08-01,5.334279254227247,1.4402214376847404,9.139460266282098,NA,NA
Sparkling,2010,214,2010-08-02,5.160672868174698,1.9151562214829478,8.60500250236898,NA,NA
Sparkling,2010,215,2010-08-03,4.931111764859193,1.6182203540747075,8.393581856320923,NA,NA
Sparkling,2010,216,2010-08-04,4.682666801236796,1.3978422225952605,7.931879689347608,NA,NA
Sparkling,2010,217,2010-08-05,4.508960888426735,1.34219867557493,7.807996404196585,NA,NA
Sparkling,2010,218,2010-08-06,3.8805467872554864,0.7446171485729163,7.247209902107848,NA,NA
Sparkling,2010,219,2010-08-07,2.256069096688155,0.2016124045516651,5.264126563187502,NA,NA
Sparkling,2010,220,2010-08-08,1.661672507740019,0.08664177731095093,4.710279090040806,NA,NA
Sparkling,2010,221,2010-08-09,0.994053106195077,0.04709476713037129,3.2811422242155794,NA,NA
Sparkling,2010,222,2010-08-10,1.1993037869798933,0.06260655923303908,3.5271187844607352,NA,NA
Sparkling,2010,223,2010-08-11,1.3308928943240361,0.08088671026474616,3.923682838407445,NA,NA
Sparkling,2010,224,2010-08-12,1.1037699876341711,0.058896033044169196,3.67000951578353,NA,NA
Sparkling,2010,225,2010-08-13,1.4983398261377485,0.09819541914547406,3.716153631295638,NA,NA
Sparkling,2010,226,2010-08-14,3.042480121704833,0.5453046820662442,6.02245037321631,NA,NA
Sparkling,2010,227,2010-08-15,3.390181782364597,0.5903544968850978,6.6257891856952185,NA,NA
Sparkling,2010,228,2010-08-16,2.456251091742837,0.22436493535985852,5.563619398900288,NA,NA
Sparkling,2010,229,2010-08-17,NA,NA,NA,NA,NA
Sparkling,2010,230,2010-08-18,2.2114368374919744,0.20559725044901458,4.929892620798398,NA,NA
Sparkling,2010,231,2010-08-19,2.448044497840877,0.2505204531479525,5.444342319066882,NA,NA
Sparkling,2010,232,2010-08-20,1.389602439072058,0.09962356296078292,3.545623822217179,NA,NA
Sparkling,2010,233,2010-08-21,1.93228850803571,0.14476334121103746,4.781069935278001,NA,NA
Sparkling,2010,234,2010-08-22,2.0428363903346765,0.16214514449588807,4.977317112604544,NA,NA
Sparkling,2010,235,2010-08-23,2.2606511848718727,0.23561946789481594,5.183075611002014,NA,NA
Sparkling,2010,236,2010-08-24,2.4801922017072995,0.25042899361669746,5.374493335688536,NA,NA
Sparkling,2010,237,2010-08-25,2.6473491108178635,0.2956219698768974,5.773751920683374,NA,NA
Sparkling,2010,238,2010-08-26,2.2190924115191066,0.2914171639874525,5.088902569463564,NA,NA
Sparkling,2010,239,2010-08-27,2.1325592064134664,0.23986196497326281,5.088165078909713,NA,NA
Sparkling,2010,240,2010-08-28,2.192005975592501,0.2690966668127214,5.28885831986082,NA,NA
Sparkling,2010,241,2010-08-29,2.114824317241962,0.2651433211669384,5.18935489659186,NA,NA
Sparkling,2010,242,2010-08-30,1.9743753954470116,0.16475624915665396,5.1744653227145605,NA,NA
Sparkling,2010,243,2010-08-31,2.985295401695024,0.26324559065732495,6.875192571083504,NA,NA
Sparkling,2010,244,2010-09-01,3.0385435913680694,0.66429547713294,6.058075570539575,NA,NA
Sparkling,2010,245,2010-09-02,2.6228825555877853,0.35189722445124294,5.385870264310786,NA,NA
Sparkling,2011,152,2011-06-01,1.6884515192791434,0.0743653287487332,5.505364541409618,NA,NA
Sparkling,2011,153,2011-06-02,2.1968970296038703,0.15517222072520845,5.697745683273094,NA,NA
Sparkling,2011,154,2011-06-03,2.481089718970975,0.20077371921260445,5.763699817999397,NA,NA
Sparkling,2011,155,2011-06-04,1.945806780867969,0.13251684173944567,5.220092100967113,NA,NA
Sparkling,2011,156,2011-06-05,2.0945254117199177,0.16973986488764564,5.235059461913919,NA,NA
Sparkling,2011,157,2011-06-06,2.4872279528585706,0.18133161043046644,5.848673865977314,NA,NA
Sparkling,2011,158,2011-06-07,4.183808320796906,1.0966425051785524,7.556643073896081,NA,NA
Sparkling,2011,159,2011-06-08,4.168808381818046,1.2018728503733525,7.526199158655055,NA,NA
Sparkling,2011,160,2011-06-09,4.451560759324617,1.2252113030079843,7.74294893627979,NA,NA
Sparkling,2011,161,2011-06-10,3.385276228092933,0.7993770021143641,6.274777563434428,NA,NA
Sparkling,2011,162,2011-06-11,4.120947582099339,0.7408033394819752,7.670835130815375,NA,NA
Sparkling,2011,163,2011-06-12,3.101156582797327,0.3561915404528898,6.580579125951718,NA,NA
Sparkling,2011,164,2011-06-13,3.853412739006439,0.733210243564967,7.292472740863902,NA,NA
Sparkling,2011,165,2011-06-14,3.744405777348227,0.711884089781434,7.1811310698624125,NA,NA
Sparkling,2011,166,2011-06-15,3.578215205073718,0.6766038815861051,6.550290417373523,NA,NA
Sparkling,2011,167,2011-06-16,3.36510925055853,0.675872916751526,6.665988610271938,NA,NA
Sparkling,2011,168,2011-06-17,3.389348823975813,0.47580436442671736,7.001839060221492,NA,NA
Sparkling,2011,169,2011-06-18,2.941637335578677,0.4670450217816285,5.8664093530201225,NA,NA
Sparkling,2011,170,2011-06-19,3.0861420313721135,0.49799076739223025,6.472000109672227,NA,NA
Sparkling,2011,171,2011-06-20,4.210487069196693,0.7979413750332165,7.996939975948226,NA,NA
Sparkling,2011,172,2011-06-21,2.634453081859218,0.46933373770457604,5.308446849023757,NA,NA
Sparkling,2011,173,2011-06-22,3.6384172743698135,0.7517327626556038,6.873152397125895,NA,NA
Sparkling,2011,174,2011-06-23,3.4789802917032375,1.040216400182978,6.738654475571584,NA,NA
Sparkling,2011,175,2011-06-24,3.9731709430335327,0.8212922794245532,7.336190138091242,NA,NA
Sparkling,2011,176,2011-06-25,2.4045588721420623,0.162005960762881,5.794977327905787,NA,NA
Sparkling,2011,177,2011-06-26,2.3007972870857794,0.1803426732188031,5.629573101180901,NA,NA
Sparkling,2011,178,2011-06-27,2.2369237950567507,0.15669128463723356,5.630294434425545,NA,NA
Sparkling,2011,179,2011-06-28,3.3332843302054345,0.5946322566511346,6.579645882892953,NA,NA
Sparkling,2011,180,2011-06-29,2.4937268218813884,0.21444717320019344,5.621659567468885,NA,NA
Sparkling,2011,181,2011-06-30,1.888083428527382,0.1340208431786075,4.821365626351435,NA,NA
Sparkling,2011,182,2011-07-01,1.1350072799903808,0.0495609452581102,3.839968160888836,2.5727601443295045,1.9238336389927528
Sparkling,2011,183,2011-07-02,1.5905161174417288,0.08918945677270342,4.51060895394263,NA,NA
Sparkling,2011,184,2011-07-03,1.980313020885918,0.128911581713701,5.138800830690036,NA,NA
Sparkling,2011,185,2011-07-04,1.9238336389927528,0.1078812432239203,5.2902831568720945,NA,NA
Sparkling,2011,186,2011-07-05,2.454399583208919,0.21775277141543076,5.684135145582187,NA,NA
Sparkling,2011,187,2011-07-06,2.5588346560867445,0.25556788241435474,5.926173528841172,NA,NA
Sparkling,2011,188,2011-07-07,3.4214819828479337,0.5613989715521879,6.690587128629895,NA,NA
Sparkling,2011,189,2011-07-08,3.1098827523359445,0.36406057640209,6.5042766640589305,NA,NA
Sparkling,2011,190,2011-07-09,3.2081860327542175,0.4130770644530867,6.484363399402895,NA,NA
Sparkling,2011,191,2011-07-10,2.938117325166535,0.3785152593794849,6.299987439712483,NA,NA
Sparkling,2011,192,2011-07-11,4.761607194936571,1.503900949304565,8.043264181914683,NA,NA
Sparkling,2011,193,2011-07-12,5.398762897333773,1.8311800263982367,8.946482559992274,3.150963576491457,3.9856924536476965
Sparkling,2011,194,2011-07-13,4.545314092885809,1.1062543405604364,7.854569367468457,NA,NA
Sparkling,2011,195,2011-07-14,3.565709809001895,0.8719853184032077,6.363494319532656,NA,NA
Sparkling,2011,196,2011-07-15,3.9856924536476965,1.0045034507722708,7.0246050417611725,NA,NA
Sparkling,2011,197,2011-07-16,4.175770815667913,0.8910540633115753,7.618067927981341,NA,NA
Sparkling,2011,198,2011-07-17,3.2467878608998015,0.4906910209314379,6.270578875804818,NA,NA
Sparkling,2011,199,2011-07-18,3.5735887829786024,0.5534532630708714,6.992507864347457,NA,NA
Sparkling,2011,200,2011-07-19,3.634780935418901,0.8617654977986271,6.5442646168437335,NA,NA
Sparkling,2011,201,2011-07-20,4.72767192364743,1.4060214181823458,8.104953137873306,NA,NA
Sparkling,2011,202,2011-07-21,4.5147315358912135,1.1164989116500568,8.08004024672609,NA,NA
Sparkling,2011,203,2011-07-22,4.3249176201159525,1.0583248305430415,7.958759382506111,NA,NA
Sparkling,2011,204,2011-07-23,4.078827899970916,1.0373069416460214,7.223062735215914,NA,NA
Sparkling,2011,205,2011-07-24,4.684992735603674,1.5798384622808082,7.785621637633957,NA,NA
Sparkling,2011,206,2011-07-25,5.814114366589698,2.420692439914464,9.126910484362183,NA,NA
Sparkling,2011,207,2011-07-26,5.442814799604217,1.9357319204676766,8.955783171946297,2.530281739472693,4.078827899970916
Sparkling,2011,208,2011-07-27,3.2682417346731256,0.8952460288889965,5.8891942754410085,NA,NA
Sparkling,2011,209,2011-07-28,3.303840221040532,0.5772528996953007,6.385673683277859,NA,NA
Sparkling,2011,210,2011-07-29,2.777347791615888,0.23055160645645573,6.202886604041236,NA,NA
Sparkling,2011,211,2011-07-30,2.679470844741639,0.30630372144486234,5.644419532480817,NA,NA
Sparkling,2011,212,2011-07-31,3.362893659581208,0.4763132318579914,6.811049751535828,NA,NA
Sparkling,2011,213,2011-08-01,3.1307917408579007,0.4230951025402493,6.335345656923663,NA,NA
Sparkling,2011,214,2011-08-02,1.6851057150221265,0.25411083258699396,3.4371828513250264,NA,NA
Sparkling,2011,215,2011-08-03,4.792976737067441,1.5907982527003202,8.069418136933844,NA,NA
Sparkling,2011,216,2011-08-04,4.795234854421603,1.4204584012805366,8.172625372050085,NA,NA
Sparkling,2011,217,2011-08-05,3.979457044040312,0.8622330268966143,7.147705283581729,NA,NA
Sparkling,2011,218,2011-08-06,3.3342971339215537,0.5198720207707652,6.383435707802515,NA,NA
Sparkling,2011,219,2011-08-07,4.234268788325522,1.336987079251979,7.1895868731967925,NA,NA
Sparkling,2011,220,2011-08-08,5.351792471814927,2.06880125490679,8.678729137712853,2.7626289322838598,4.858927454492871
Sparkling,2011,221,2011-08-09,5.123509460759348,1.8172734929198573,8.47509376264468,NA,NA
Sparkling,2011,222,2011-08-10,4.907694177991798,1.559031989173708,8.1049651430397,NA,NA
Sparkling,2011,223,2011-08-11,4.858927454492871,1.654924784743835,8.032290517937584,NA,NA
Sparkling,2011,224,2011-08-12,4.861838068999765,1.771770452592116,7.944614971642435,NA,NA
Sparkling,2011,225,2011-08-13,5.063932695413247,1.9057873588378158,8.151394542621784,NA,NA
Sparkling,2011,226,2011-08-14,3.755526187029342,0.7821129433965204,6.773775088954243,NA,NA
Sparkling,2011,227,2011-08-15,3.8385208512626483,0.8641318690121407,6.930460414336457,NA,NA
Sparkling,2011,228,2011-08-16,3.9236464049180535,0.8683349947505785,7.062221944456586,NA,NA
Sparkling,2011,229,2011-08-17,3.360365888917402,0.6402517914155663,6.282913655474278,NA,NA
